"","MOF.ID","VF","PLD","LCD","GSA","VSA","y_act","predicted"
"1","10",0.85,11.4,14.1,4856,2110,201.636215667,200.043537065165
"2","10010",0.93,14.8,27.7,7220,1249,189.3292609972,161.794481826553
"3","10028",0.96,21.8,41.3,7743,805,59.6419909775,66.8881005474982
"4","10039",0.96,24.7,44.5,8035,710,55.471280478,53.6004036132857
"5","10044",0.97,28.6,50.5,7157,578,27.4821265606,43.7104763342619
"6","1006",0.89,28.3,30,5129,1502,164.5334445169,166.488413896867
"7","10066",0.96,22.3,40.8,7346,813,81.3733749261,64.8940037757907
"8","10069",0.96,23.9,42.2,7970,765,71.6359130006,58.5114665011701
"9","10094",0.98,32.2,57,9589,494,27.1789296786,29.6102147490489
"10","10155",0.88,22.8,28.8,2871,913,61.0136388368,87.1027907284344
"11","10200",0.9,28.4,32.8,2911,805,69.1287804644,76.4318166075726
"12","10207",0.95,36.8,41,4415,720,50.2735325542,60.168004478468
"13","10211",0.95,42.1,47.8,3854,580,53.1964901192,55.1571199667416
"14","10247",0.88,26.4,30.6,2625,810,75.9869000936,83.1356355009685
"15","10255",0.94,35.8,40.1,4465,715,53.4667364913,74.9881519979575
"16","10265",0.95,40.2,48.5,3854,544,47.0890626958,55.6773617338913
"17","10267",0.86,20.6,26.1,2479,1013,89.0796435916,122.471942962126
"18","10288",0.87,21,26.4,2546,991,97.6988890515,102.063008169287
"19","10292",0.88,24.6,28.8,2657,868,78.6666673467,84.3541229169666
"20","10294",0.91,31.8,37.1,3103,701,63.7902292456,75.0522246274763
"21","10305",0.95,41.6,45.8,4610,606,45.0077068175,59.7246523851754
"22","10328",0.972585,52.8737,59.16515,5771.927978,440.522897,35.1602192004,60.99377208773
"23","1033",0.88,25.4,27.6,4138,1519,191.2080031617,170.953484082054
"24","10338",0.91,31.3,36.2,3107,734,65.9975107238,75.3767803612761
"25","10341",0.84,20.1,24.8,2104,1038,138.9467765571,120.556019656747
"26","10351",0.96,41.3,46.8,4981,621,47.5504734511,52.3050729067103
"27","104",0.43,4.9,7.1,601,556,91.4534146948,109.007024374212
"28","1048",0.6,11.6,12.7,847,1096,130.0239002453,128.876064515923
"29","1050",0.8,27.3,28.9,2249,1201,145.9866882733,148.795352570191
"30","1051",0.83,25.6,27.4,2610,1310,151.0248721548,165.832279887542
"31","1090",0.83,29.7,30.8,2253,1167,149.727576586,144.229504778428
"32","1091",0.83,29.5,29.8,2250,1208,155.7899931709,147.064819901719
"33","10921",0.94,29.8,32.6,5960,992,56.158583977,92.4116198484112
"34","10926",0.95,27.4,31.6,7553,1045,99.9315220676,90.0586100887713
"35","10930",0.93,25.5,26.6,5706,1282,172.5020169868,151.287529719719
"36","10931",0.95,29,31,5836,1032,120.3784875902,89.9150170046147
"37","10937",0.86,16.5,18.3,3980,1479,197.0303081944,192.419267382452
"38","10938",0.89,19.3,20.4,4615,1439,201.1709846324,186.854940253735
"39","10942",0.93,21.3,22.6,5959,1305,181.7555820353,170.968369130654
"40","10952",0.94,29,31,6252,1007,98.4381009774,89.3776065196987
"41","10960",0.95,30.2,32.3,7011,972,87.9152309291,88.0435161643852
"42","10973",0.97,38.2,41.7,6938,681,54.7972603165,54.6510101034208
"43","10979",0.88,21.6,22.9,4066,1458,193.5229773249,185.822426636985
"44","10990",0.89,18.4,20.3,5199,1580,200.9922153449,192.308914978847
"45","11006",0.89,16.1,18.3,4423,1579,203.3484653799,197.422936928609
"46","11009",0.87,21.4,22.7,3931,1347,191.288321543,184.391425987038
"47","11024",0.95,32.6,34.8,6205,967,97.7543139877,87.6658997454052
"48","11038",0.96,34.3,36.8,7201,838,72.220239166,67.1755641337758
