"","MOF.ID","VF","PLD","LCD","GSA","VSA","y_act","Min","Median","Q1","predicted"
"1","10",0.85,11.4,14.1,4856,2110,233.9553613981,-1643.93,-169.239,-430.804,234.483643336169
"2","10009",0.92,13.9,26.6,5850,1299,129.1866086552,-1192.54,-61.7699,-257.717,128.491170205684
"3","10011",0.93,14.8,28.3,7378,1238,122.7831435234,-1180.62,-52.1285,-231.6075,116.845514583065
"4","10036",0.96,23.4,42.3,8823,774,49.6675966264,-1203.48,-11.6085,-85.618,49.6519945253321
"5","1004",0.88,25.1,27,4287,1608,179.6684289005,-1568.79,-61.1827,-355.538,179.532119397769
"6","10043",0.97,28.5,52.1,7827,589,43.1417337352,-1390.57,-3.67115,-50.3589,42.3606509287384
"7","10047",0.91,11.4,23.3,5873,1454,177.8021994986,-1445.35,-83.34665,-311.56275,171.230062901698
"8","1005",0.9,29.5,30.5,5270,1481,166.4507114845,-1725.56,-45.6949,-314.5425,167.937105718096
"9","10071",0.96,22.9,39.6,7016,748,46.770533883,-1187.58,-10.9352,-91.7468,49.874282783759
"10","10073",0.96,23.2,42.3,7672,779,71.2701788957,-1556.7,-10.7103,-98.02675,68.0238457711187
"11","10081",0.97,26.4,45.1,8595,668,34.7117050027,-1024.22,-6.4122,-62.5732,36.4785477421679
"12","1012",0.92,35.9,36.7,5933,1286,140.6670162579,-1816.4,-40.0298,-253.242,140.383991270603
"13","1016",0.93,36.9,38.8,6191,1254,143.8817333367,-1833.1,-38.1828,-238.85775,139.976078271933
"14","10163",0.93,35.2,41.2,3368,639,65.0091538982,-2264.34,-1.4651,-48.0825,64.1787295510889
"15","10179",0.95,38.5,42.9,5213,667,45.7236172452,-1341.81,-0.692673,-36.67185,49.217733366136
"16","10202",0.91,28.7,33.4,3478,850,63.5026025832,-1774.95,-9.428525,-84.593975,68.5288643907971
"17","1022",0.85,22.9,23.7,3433,1467,197.3624623865,-1846.68,-45.73895,-414.75,194.918361737491
"18","10221",0.95,41,50.3,4187,557,50.0798007454,-1804.52,-0.0819106,-24.6232,52.6022145789522
"19","10265",0.95,40.2,48.5,3854,544,53.0858423854,-2664.26,-0.1418075,-30.495775,53.665478316473
"20","10272",0.96,44,49.2,5613,587,43.8450234521,-1600.1,0,-27.12455,45.847205290444
"21","10275",0.96,43.4,48.3,5603,579,43.5818034571,-1266.04,-0.0645234,-26.87985,42.3697314025273
"22","10286",0.976667,56.30266,62.96676,6527.370641,414.950064,33.0089212586,-1610.06,0,-10.39185,37.0306661575998
"23","10292",0.88,24.6,28.8,2657,868,79.8196859812,-2321.47,-13.725,-109.88975,80.0805032385683
"24","10304",0.89,24.8,31,2748,883,64.9168840281,-2104.73,-14.4469,-104.616,73.3895287429376
"25","10312",0.97,44,48.5,5459,557,37.4839848938,-1289.46,0,-27.7261,40.6165503260631
"26","10326",0.91,27.4,31.9,3204,879,75.0317564765,-1695.61,-11.8345,-95.520375,72.6285495898825
"27","10337",0.91,27,32.7,2999,821,71.8088284129,-2007.63,-10.2946,-89.6694,71.0912082069407
"28","10343",0.92,32.4,37.3,3289,726,67.402488931,-1561.21,-4.35001,-66.188125,67.427497456821
"29","10355",0.96,47,54.4,4351,506,55.032628575,-2762.45,0,-23.074025,50.1288284415018
"30","10361",0.96,47.1,56.4,3391,392,40.5299928495,-2953.91,0,-14.362125,45.6186566530229
"31","1042",0.88,29.2,30.5,3766,1353,173.4000617628,-1880.21,-35.55355,-351.457,172.466652441673
"32","1044",0.89,29.2,30.5,3823,1394,165.8916635178,-1774.53,-39.6439,-342.7545,169.020889951238
"33","1055",0.89,33.5,35,3932,1321,136.2229050952,-1267.24,-24.3338,-253.8005,133.665332960846
"34","1066",0.91,39.5,40.9,3952,1134,110.1000677719,-1485.24,-14.1886,-179.7125,110.596513482866
"35","1067",0.93,41,41.8,5140,1143,91.1804356497,-988.729,-20.0329,-180.201,93.068974150858
"36","1073",0.92,42.8,44.2,5401,1199,120.9830920358,-1496.46,-14.42815,-186.52725,117.234413399838
"37","1078",0.93,42.1,44.3,5404,1110,108.8663294669,-1165.7,-17.4892,-169.808,100.889732798572
"38","1079",0.93,45.3,46.6,5150,1031,98.4454066987,-1429.95,-13.8788,-160.571,99.5961968798344
"39","1091",0.83,29.5,29.8,2250,1208,168.6455551493,-1883.47,-21.0394,-307.896,167.068042728315
"40","10928",0.9,21.7,22.4,4629,1493,182.3533530932,-1731.41,-83.8351,-319.1915,176.4386088204
"41","10931",0.95,29,31,5836,1032,103.5343117038,-1422.93,-28.643,-170.947,97.1101169352922
"42","10960",0.95,30.2,32.3,7011,972,78.3133966534,-1328.22,-21.2499,-132.2915,74.5129288088226
"43","10970",0.96,35.3,38,7395,796,59.3504123134,-1479.52,-10.9796,-89.19095,59.922602316582
"44","10978",0.87,20.1,22.1,4278,1741,204.9972323821,-1676.26,-71.21265,-411.802,200.044834483346
"45","10990",0.89,18.4,20.3,5199,1580,180.4723604121,-1779.27,-92.9178,-326.955,182.200076706712
"46","10999",0.94,38.2,39.6,6879,1076,76.7190031278,-1262.23,-20.1985,-145.36,80.2498372442431
"47","11001",0.73,28.7,29.2,1853,968,128.788701596,-2129.02,-6.53742,-178.6465,121.815701951342
"48","11002",0.92,27.6,29.2,5253,1145,115.2637571404,-1791.16,-37.383,-198.147,113.842159132516
"49","11008",0.86,19.6,21.6,4078,1390,179.1500351964,-1817.37,-75.0772,-317.183,178.025961700509
"50","11011",0.9,22.2,24.4,4232,1330,142.8413980323,-1468.05,-64.8259,-271.69,142.374171574628
"51","11015",0.92,26.7,28.8,5435,1192,126.0193247524,-1518.23,-41.5836,-220.0735,123.612365487955
"52","11016",0.93,27.2,29.5,5163,1187,112.7203030474,-1531.09,-38.5363,-205.699,114.820382336076
"53","11034",0.96,31.1,35.9,7439,904,65.4569261777,-1377.58,-17.868,-115.00125,64.9747672980895
"54","11049",0.88,17.1,18.3,4317,1565,189.4541434493,-1601.79,-95.40705,-341.54475,188.244340966391
"55","11050",0.85,10.4,14.7,4293,2002,244.1693484756,-1558.69,-179.827,-494.693,243.288575715131
"56","11052",0.87,20.9,22,3985,1375,187.5816566623,-1973.56,-79.1888,-330.5805,182.372410583236
"57","11056",0.92,25.5,28,6431,1167,95.5606689356,-1331.6,-33.0227,-179.8455,97.3486857325686
"58","11071",0.86,11.9,20.6,3860,1718,126.436045788,-1195.03,-119.554,-304.46275,146.759631029878
"59","11073",0.88,12.4,20.1,4843,1724,146.7173997824,-1228.88,-111.493,-287.38125,149.837917115306
"60","11074",0.91,13.9,23.2,5122,1481,64.1644750888,-855.215,-73.2267,-230.548,87.5849338957315
"61","11079",0.92,16.8,26.8,5888,1429,102.0936374424,-1297.94,-58.4983,-224.47475,106.808912023389
"62","11098",0.95,21.2,33.1,6740,1046,50.7416409143,-1143.67,-27.2348,-132.81325,58.5617054436988
"63","11099",0.95,22,35,6773,963,64.9473264367,-1271.62,-20.4988,-121.177,65.3865094565573
"64","11111",0.81,10.2,15.5,3460,1979,189.8126912463,-1559.12,-148.791,-386.35,200.791904122192
"65","11134",0.95,19,30.9,7665,1043,48.7174431538,-835.399,-31.3726,-139.186,54.9013205609853
"66","11137",0.83,13.1,14.4,3995,1814,223.8691166884,-1730.48,-169.11,-435.79,226.780040849332
"67","11139",0.94,22.7,31.4,6587,1179,109.8800997098,-1416.51,-35.2844,-183.1215,103.304083443819
"68","11163",0.77,6.7,9.4,2062,1846,228.2766265109,-2042.38,206.188,-829.966,228.839846555744
"69","11180",0.94,19.2,28.7,6396,1093,89.8747668891,-1339.21,-32.00725,-164.403,88.3788719967335
"70","11186",0.95,21,29.2,6661,1016,68.3851997254,-1217.71,-26.40355,-139.27675,67.766462105417
"71","11206",0.86,10.4,16.9,3995,1907,251.5606996243,-1822.69,-152.088,-530.311,246.355481715265
"72","11252",0.97,31.2,47.1,8080,673,44.5874367607,-1203.57,-6.61875,-60.11275,43.0824934187042
