ID	Temp	Pres	Molec_cm3overcm3
12616	298	100000	9.538140868
2268	298	100000	31.11694174
8329	298	100000	5.582767325
11735	298	100000	86.11172054
1981	298	100000	20.37465542
5106	298	100000	90.89418934
11994	298	100000	8.914925617
12812	298	100000	13.59700692
1303	298	100000	7.374669618
2094	298	100000	21.14605997
453	298	100000	18.20461997
7403	298	100000	23.33214444
3028	298	100000	12.09147246
7439	298	100000	37.00142382
9988	298	100000	7.944234871
12376	298	100000	3.434766219
			
9700	298	100000	3.741299104
6342	298	100000	5.37815931
8103	298	100000	4.287655919
910	298	100000	56.07168611
1470	298	100000	6.711787535
7466	298	100000	5.759313329
8287	298	100000	114.2657725
10519	298	100000	2.664459206
11968	298	100000	4.060613662
7510	298	100000	6.519663098
1634	298	100000	5.066552597
2216	298	100000	101.318094
4060	298	100000	0
3375	298	100000	128.5356111
4236	298	100000	15.28857548
5993	298	100000	149.713327
4859	298	100000	57.02666933
6243	298	100000	6.53837966
7013	298	100000	86.20247435
11416	298	100000	29.74310438
12310	298	100000	45.15421318
4392	298	100000	37.37332788
1278	298	100000	51.12074154
199	298	100000	125.4316445
7007	298	100000	5.823195923
3753	298	100000	141.942436
3755	298	100000	81.89902278
838	298	100000	13.05314827
4824	298	100000	17.98693705
7785	298	100000	28.54799232
8444	298	100000	32.78290958
2384	298	100000	154.5993614
2409	298	100000	96.73083081
9956	298	100000	86.90880819
13095	298	100000	12.31148084
3939	298	100000	12.7526862
4757	298	100000	10.52719197
4580	298	100000	20.66172551
5939	298	100000	95.41755278
8470	298	100000	7.311477962
12696	298	100000	117.9818686
1519	298	100000	16.37420123
7348	298	100000	52.59040361
10234	298	100000	7.735436831
5528	298	100000	7.833805279
5980	298	100000	154.2794093
10595	298	100000	5.674115796
5201	298	100000	162.109698
8149	298	100000	10.44731907
11665	298	100000	97.97861073
7610	298	100000	12.49342306
9357	298	100000	64.80073634
10038	298	100000	40.46435638
10322	298	100000	14.68353397
3151	298	100000	109.2504517
1748	298	100000	10.49337515
3471	298	100000	27.22194243
5085	298	100000	6.604356153
11754	298	100000	46.39754554
285	298	100000	102.8124747
3232	298	100000	57.48116933
11080	298	100000	25.99486518
448	298	100000	3.097538164
6616	298	100000	4.688173803
2248	298	100000	5.4155618
6128	298	100000	14.65586404
9021	298	100000	154.3699097
10554	298	100000	3.07078056
1469	298	100000	3.554528701
7159	298	100000	144.7845963
4100	298	100000	151.2446705
6447	298	100000	145.8145004
8273	298	100000	13.98899483
5631	298	100000	104.9925136
6718	298	100000	5.149705849
7074	298	100000	14.9340059
10981	298	100000	80.26267518
11296	298	100000	8.295771882
2622	298	100000	19.86743967
1131	298	100000	52.17267007
1794	298	100000	29.02111991
446	298	100000	6.371951742
12801	298	100000	33.03389804
2453	298	100000	106.7217272
409	298	100000	2.815109998
12820	298	100000	11.91890375
2883	298	100000	21.88075311
4059	298	100000	0
11933	298	100000	14.34245265
1578	298	100000	7.000374534
2244	298	100000	11.63939094
6791	298	100000	16.6289155
8161	298	100000	65.55613662
9614	298	100000	23.75717603
10844	298	100000	2.570579414
11316	298	100000	38.73136048
9985	298	100000	5.354357975
2048	298	100000	171.2305542
4863	298	100000	0.005807594
8929	298	100000	148.9749774
339	298	100000	5.090717339
3402	298	100000	23.62639998
6566	298	100000	7.91000112
3972	298	100000	144.4587037
4626	298	100000	118.1585446
7215	298	100000	27.66727904
3708	298	100000	11.71440042
6024	298	100000	115.307501
6421	298	100000	7.563893652
10475	298	100000	2.527892838
4558	298	100000	8.249319184
6686	298	100000	10.78441854
10389	298	100000	4.276520885
59	298	100000	98.70936743
7933	298	100000	53.80039565
10738	298	100000	5.033994643
540	298	100000	8.383704002
8507	298	100000	13.52590496
13261	298	100000	7.052524598
4229	298	100000	6.100725106
8086	298	100000	50.52955584
1408	298	100000	95.6817487
6836	298	100000	24.57585271
7379	298	100000	10.22524176
10805	298	100000	3.074242834
11378	298	100000	10.1373102
5514	298	100000	14.63917881
4074	298	100000	129.5272905
5266	298	100000	11.70756381
9022	298	100000	163.7971941
10894	298	100000	2.564087075
11493	298	100000	111.0644701
2315	298	100000	8.649652752
10618	298	100000	2.719518938
4979	298	100000	158.2524292
7782	298	100000	101.0002374
10145	298	100000	9.132195382
4331	298	100000	8.761511843
8760	298	100000	27.18528841
10695	298	100000	2.56912786
13426	298	100000	17.65875583
7136	298	100000	6.843601757
11044	298	100000	10.1019979
12117	298	100000	43.31789076
1979	298	100000	25.32492991
2759	298	100000	19.88918842
2778	298	100000	141.2074217
6235	298	100000	7.036334757
10407	298	100000	1.737706417
8213	298	100000	16.83896639
9520	298	100000	14.41295036
2541	298	100000	113.2896224
378	298	100000	129.284921
7003	298	100000	7.186735693
2822	298	100000	166.7380527
5696	298	100000	62.49118467
9947	298	100000	8.38958611
3676	298	100000	118.4041246
3808	298	100000	8.670804903
508	298	100000	3.329839093
11444	298	100000	6.833635332
1818	298	100000	5.575690242
7113	298	100000	0
1687	298	100000	2.547214815
2063	298	100000	9.837604871
8059	298	100000	78.22945718
13263	298	100000	45.9329196
621	298	100000	9.930754101
9072	298	100000	165.7254892
3694	298	100000	46.81745807
6684	298	100000	13.03040158
8945	298	100000	66.98229649
12613	298	100000	41.9854857
2991	298	100000	20.86919152
9425	298	100000	16.4723613
10047	298	100000	56.16377891
3162	298	100000	164.9172459
7925	298	100000	76.73886568
10733	298	100000	5.502843211
10951	298	100000	22.40650414
1758	298	100000	15.56087015
8025	298	100000	16.47100543
8097	298	100000	30.52852412
9885	298	100000	6.163741051
13441	298	100000	74.97108661
305	298	100000	76.11814043
3969	298	100000	0
10307	298	100000	17.58220109
2955	298	100000	141.7959486
9629	298	100000	54.57091733
10953	298	100000	11.99767577
1540	298	100000	4.72878151
9775	298	100000	36.73818176
10901	298	100000	2.794456729
3220	298	100000	58.00676763
8578	298	100000	157.5751104
10665	298	100000	1.959854124
11602	298	100000	11.21214737
13489	298	100000	150.6473412
12368	298	100000	30.97064593
3707	298	100000	17.68900427
936	298	100000	17.32269397
1235	298	100000	24.94822842
5674	298	100000	163.6821105
6890	298	100000	11.18473319
186	298	100000	71.01915342
7708	298	100000	14.41030169
9633	298	100000	77.72927229
3682	298	100000	120.597597
8499	298	100000	8.780343139
9055	298	100000	12.86930581
5900	298	100000	113.8897732
7678	298	100000	163.7147483
9943	298	100000	84.46807666
3475	298	100000	26.63095142
7552	298	100000	13.64497825
854	298	100000	45.87853919
1456	298	100000	67.88632733
2970	298	100000	141.216105
7635	298	100000	158.3340096
12464	298	100000	14.98359261
5300	298	100000	77.28072828
8579	298	100000	163.1045776
10033	298	100000	4.777559776
1586	298	100000	5.108533539
9086	298	100000	118.363478
13001	298	100000	50.36039271
562	298	100000	19.79569735
7506	298	100000	24.5091899
13409	298	100000	110.3206178
4135	298	100000	156.6548629
6163	298	100000	33.47623616
1279	298	100000	49.7116004
12891	298	100000	51.30866252
7052	298	100000	6.360482391
5003	298	100000	148.9380017
7250	298	100000	157.4930035
8145	298	100000	56.34194134
12834	298	100000	56.61993019
2246	298	100000	10.1107004
2620	298	100000	10.86945178
11784	298	100000	90.59274035
7923	298	100000	143.139918
7994	298	100000	51.42702829
10905	298	100000	1.939687047
3632	298	100000	130.2393031
4184	298	100000	172.8231051
1436	298	100000	80.48626049
5511	298	100000	12.75909418
8039	298	100000	6.112518803
1025	298	100000	25.25851857
1090	298	100000	90.0368571
12550	298	100000	135.1647684
2546	298	100000	120.571406
4994	298	100000	155.5645564
6335	298	100000	12.86648725
12191	298	100000	8.588770399
12823	298	100000	14.75228652
6572	298	100000	4.101476656
3429	298	100000	5.730581435
6307	298	100000	48.53499256
88	298	100000	12.66137685
1151	298	100000	85.07086688
12398	298	100000	3.158579048
6400	298	100000	64.82288277
10349	298	100000	17.27272223
10771	298	100000	11.7151096
7153	298	100000	144.2497284
11671	298	100000	7.821426132
12640	298	100000	109.1612454
7854	298	100000	4.674616021
