"","id","y_act","1","10","11","12","13","14","15","16","17","18","19","2","20","21","22","23","24","25","26","27","28","29","3","30","31","32","33","34","35","36","37","38","39","4","40","41","42","43","44","45","46","47","48","49","5","50","6","7","8","9","Inf","predicted"
"1","10011",223.1231098,0.000793650793650794,0.00676807760141093,0.00791446208112875,0.00910493827160494,0.00914902998236332,0.00983245149911817,0.0103615520282187,0.0111331569664903,0.0103395061728395,0.0111331569664903,0.00570987654320988,0.00330687830687831,0.00661375661375661,0.00575396825396825,0.00654761904761905,0.00604056437389771,0.00665784832451499,0.00665784832451499,0.00648148148148148,0.0070326278659612,0.00692239858906526,0.00681216931216931,0.00520282186948854,0.00727513227513227,0.00828924162257496,0.00826719576719577,0.00842151675485009,0.00890652557319224,0.00958994708994709,0.0101851851851852,0.0112213403880071,0.0118827160493827,0.0134700176366843,0.00623897707231041,0.0136904761904762,0.0158509700176367,0.0186287477954145,0.0208112874779541,0.0229056437389771,0.028858024691358,0.033994708994709,0.0433641975308642,0.0478615520282187,0.0548941798941799,0.00747354497354497,0.117813051146384,0.00634920634920635,0.00762786596119929,0.00875220458553792,0.0110229276895944,0.270083774250441,222.40813913678
"2","10038",219.1781845,0.00268817204301075,0.00960061443932412,0.010099846390169,0.00990783410138249,0.00929339477726574,0.0110599078341014,0.0109062980030722,0.0115975422427035,0.0125192012288786,0.0131336405529954,0.00698924731182796,0.00875576036866359,0.00625960061443932,0.00695084485407066,0.00687403993855607,0.00752688172043011,0.00718125960061444,0.00802611367127496,0.0076036866359447,0.00771889400921659,0.00752688172043011,0.00848694316436252,0.00933179723502304,0.00821812596006144,0.00894777265745008,0.00990783410138249,0.0109062980030722,0.0109831029185868,0.0112135176651306,0.0129800307219662,0.0124807987711214,0.0142857142857143,0.0157450076804916,0.0098310291858679,0.0178571428571429,0.0183179723502304,0.0170122887864823,0.0203917050691244,0.0225038402457757,0.0197004608294931,0.0270353302611367,0.0258064516129032,0.0301459293394777,0.029147465437788,0.0130184331797235,0.0358294930875576,0.00921658986175115,0.0106374807987711,0.0112135176651306,0.0115207373271889,0.35510752688172,218.298419523356
"3","10047",220.7070212,0.00509792626728111,0.00846774193548387,0.00757488479262673,0.0079205069124424,0.00838133640552995,0.00915898617511521,0.0106566820276498,0.0121543778801843,0.0113767281105991,0.0112039170506912,0.00622119815668203,0.00956221198156682,0.00625,0.00711405529953917,0.00648041474654378,0.00630760368663594,0.00691244239631336,0.00714285714285714,0.00668202764976959,0.00688364055299539,0.00731566820276498,0.00786290322580645,0.0116359447004608,0.00817972350230415,0.00889976958525346,0.00967741935483871,0.00959101382488479,0.00993663594470046,0.0107430875576037,0.011463133640553,0.0116935483870968,0.0133064516129032,0.0151785714285714,0.0116935483870968,0.0174827188940092,0.0170794930875576,0.0179435483870968,0.0213997695852535,0.0232718894009217,0.0213133640552995,0.0275633640552995,0.026008064516129,0.0326612903225806,0.0351382488479263,0.0105702764976959,0.0577188940092166,0.00941820276497696,0.0110599078341014,0.011491935483871,0.0122983870967742,0.338853686635945,219.55102200197
"4","10060",220.3279071,0,0.00474085365853659,0.00579268292682927,0.00809451219512195,0.00766768292682927,0.00873475609756098,0.008125,0.00847560975609756,0.00795731707317073,0.00884146341463415,0.00445121951219512,0.000594512195121951,0.00463414634146341,0.00513719512195122,0.00464939024390244,0.00542682926829268,0.005,0.00559451219512195,0.00608231707317073,0.00596036585365854,0.00620426829268293,0.00653963414634146,0.00108231707317073,0.00673780487804878,0.006875,0.00748475609756098,0.00795731707317073,0.00795731707317073,0.00765243902439024,0.00908536585365854,0.00907012195121951,0.0101981707317073,0.0121493902439024,0.00167682926829268,0.0127591463414634,0.0142073170731707,0.0153201219512195,0.0180182926829268,0.0202743902439024,0.0259603658536585,0.0313414634146341,0.0411890243902439,0.0547256097560976,0.0869207317073171,0.00245426829268293,0.250762195121951,0.00195121951219512,0.00321646341463415,0.00457317073170732,0.00650914634146341,0.193185975609756,219.296916320617
"5","1007",216.8592579,0.0016952614379085,0.00931372549019608,0.0118464052287582,0.0115604575163399,0.0116830065359477,0.0137050653594771,0.0147263071895425,0.014031862745098,0.0113766339869281,0.0118464052287582,0.00631127450980392,0.00126633986928105,0.00759803921568627,0.00688316993464052,0.0065359477124183,0.00686274509803922,0.00696486928104575,0.00680147058823529,0.00614787581699346,0.00678104575163399,0.0079452614379085,0.00788398692810457,0.0017156862745098,0.00792483660130719,0.00757761437908497,0.00890522875816993,0.00835375816993464,0.00941584967320261,0.00968137254901961,0.010171568627451,0.0121732026143791,0.0116830065359477,0.0144812091503268,0.00414624183006536,0.0146650326797386,0.0162581699346405,0.0151756535947712,0.0157679738562091,0.0187295751633987,0.0214460784313725,0.022406045751634,0.0252042483660131,0.0285539215686275,0.042156862745098,0.00706699346405229,0.159599673202614,0.00698529411764706,0.00955882352941177,0.010171568627451,0.0115604575163399,0.278696895424837,215.385052148263
"6","10075",222.3326601,0.00448418003565062,0.00777072192513369,0.00821635472370767,0.00894050802139037,0.00899621212121212,0.00885695187165775,0.00991532976827094,0.0104445187165775,0.00958110516934046,0.010333110516934,0.00554255793226381,0.00598819073083779,0.00579322638146168,0.00660093582887701,0.00504122103386809,0.00604389483065954,0.00593248663101604,0.00729723707664884,0.0071301247771836,0.00679590017825312,0.00738079322638146,0.00699086452762923,0.00804924242424242,0.00738079322638146,0.00855057932263815,0.00882909982174688,0.00910762032085561,0.00910762032085561,0.0102495543672014,0.010778743315508,0.0123941622103387,0.0124220142602496,0.0137589126559715,0.00935828877005348,0.0167947860962567,0.0174910873440285,0.0181595365418895,0.0213903743315508,0.0267936720142603,0.0318627450980392,0.0309157754010695,0.0357341800356506,0.0380180481283422,0.0426693404634581,0.00941399286987522,0.0714683600713013,0.00824420677361854,0.00902406417112299,0.00907976827094474,0.0106673351158645,0.318209670231729,221.66036893844
"7","10091",88.62306509,0.000222816399286988,0.0024976999597493,0.0028355183715715,0.00283911218446323,0.00311224196423437,0.00340693462135587,0.00412210338680927,0.00489477315853027,0.0056135357368754,0.00552728422747398,0.002946926571215,0.000963141854982462,0.00278520499108734,0.0031445862802599,0.00315177390604336,0.0029900523259157,0.00312661721580128,0.00320208728652751,0.0031445862802599,0.00313739865447645,0.0034392789373814,0.00332427692484619,0.00139080558909781,0.0038310045425795,0.00376990972342016,0.00389928698752228,0.00457851762405842,0.00473664539129435,0.00491633603588063,0.00529728020240354,0.00583635213616238,0.006260422057386,0.00681386924271175,0.00176096831694555,0.00779857397504456,0.00859640043700765,0.009796733942844,0.0114427002472543,0.0138110229429015,0.016948421597378,0.0207578632626071,0.02865706399862,0.0408436835144615,0.0656661491576103,0.00204128572250014,0.525753263182106,0.00170706112356966,0.00234316600540509,0.0029900523259157,0.00331349548617101,0.114013713989995,93.5970643116123
"8","10100",218.4167529,0.00614390226578592,0.00616165920875062,0.00601960366503303,0.00685417998437389,0.00749342993110306,0.00788408267632644,0.00756445770296186,0.00850557568009092,0.00804389516300874,0.00937566588536118,0.00481213154343348,0.0089317423112437,0.00523829817458626,0.00497194403011578,0.00513175651679807,0.00559343703388025,0.00610838837985652,0.00703174941402088,0.00729810355849137,0.00708502024291498,0.0066410966687975,0.00720931884366787,0.00870090205270261,0.00683642304140919,0.00649904112507991,0.00740464521627957,0.00735137438738547,0.00813267987783223,0.0089494992542084,0.00953547837204347,0.0110625754670076,0.0117018254137368,0.013104623907948,0.00728034661552667,0.0137261169117125,0.0136018183109596,0.0158391931245117,0.018538248455146,0.0222672064777328,0.0268129838766958,0.0291213864621067,0.0384082676326444,0.0478372043468996,0.0566801619433198,0.00637474252432701,0.13399389161162,0.0066588536117622,0.0065878258399034,0.00745791604517366,0.00845230485119682,0.290983024362526,218.52814043851
"9","10158",199.7034684,0.00538638322321172,0.0031695872833477,0.00309298094417313,0.00354783108302212,0.00376328641195059,0.00414153021162501,0.00456286507708513,0.0053768074308149,0.00625299243512401,0.00690414631810782,0.00374892272335536,0.00259982763573686,0.00388298381691085,0.00388298381691085,0.0039069232979029,0.00398831753327588,0.00406492387245045,0.00397874174087906,0.00405534808005362,0.00436177343675189,0.0043186823709662,0.00443837977592646,0.00258546394714163,0.00457244086948195,0.00480225988700565,0.00496026046155319,0.00549171693957675,0.00566886909891794,0.00577899071148138,0.00614765871875898,0.006707842573973,0.00734463276836158,0.00842190941300393,0.00298285933160969,0.00914009384276549,0.0100833093938523,0.0111557981422963,0.0127597433687638,0.0156755721535957,0.0183089150627214,0.0230680838839414,0.0300248970602317,0.042277123431964,0.0690989179354592,0.00368189217657761,0.352121038015896,0.00334673944268888,0.00348558843244278,0.0040457722876568,0.00406971176864886,0.22876568036005,184.972141478288
