%IncMSE,IncNodePurity,varnames,midpoints
7.962082987440607,3785.6933958588043,"-Inf to
-8.9",-Inf
5.378397663114417,3265.8382260166636,"-5 to
-4.8",-4.9
4.14789772504885,3592.7776376621414,"-4.8 to
-4.6",-4.7
3.7627921510012112,4133.787910262597,"-4.6 to
-4.4",-4.5
4.373266707764484,6537.419595588802,"-4.4 to
-4.2",-4.3
6.1620259023002655,68856.20891784104,"-4.2 to
-4",-4.1
6.820122487989062,77860.53140044867,"-4 to
-3.8",-3.9
2.4124135071338197,3126.3511534720906,"-3.8 to
-3.6",-3.7
2.5083221189008236,8796.963512922785,"-3.6 to
-3.4",-3.5
5.6540465893683525,46032.82468503354,"-3.4 to
-3.2",-3.3
3.9960321771458087,14586.427073897805,"-3.2 to
-3.1",-3.15
8.121579231467328,4860.227463689824,"-8.9 to
-7.8",-8.35
3.4029844080320673,12284.63085930868,"-3.1 to
-3",-3.05
2.5554061892239015,1244.7577417668674,"-3 to
-2.9",-2.95
7.698917359955355,100942.76635854374,"-2.9 to
-2.8",-2.85
3.8285708674090047,21706.10624277541,"-2.8 to
-2.7",-2.75
5.248126507831473,32087.91473623287,"-2.7 to
-2.6",-2.65
2.9793018995453027,7070.162007192734,"-2.6 to
-2.5",-2.55
3.5180944557022285,6515.11742999622,"-2.5 to
-2.4",-2.45
3.052731583949284,5975.270174560449,"-2.4 to
-2.3",-2.35
4.259036876219102,29846.15489230225,"-2.3 to
-2.2",-2.25
2.765688498393364,3332.6613489157894,"-2.2 to
-2.1",-2.15
6.808366997984842,9764.47012316417,"-7.8 to
-7.1",-7.45
5.219090776782157,17281.101290021346,"-2.1 to
-2",-2.05
2.9539181679347575,4495.05362087935,"-2 to
-1.9",-1.95
2.7400751464874076,9518.346738817785,"-1.9 to
-1.8",-1.85
2.6879583060986416,4065.810014401899,"-1.8 to
-1.7",-1.75
4.4569555114743356,3967.1595008510562,"-1.7 to
-1.6",-1.65
3.739122947998567,4319.342133110045,"-1.6 to
-1.5",-1.55
3.476230844488003,2392.2755173537175,"-1.5 to
-1.4",-1.45
3.5353581208961007,1997.4260863815814,"-1.4 to
-1.3",-1.35
4.162898320262083,3011.392068055297,"-1.3 to
-1.2",-1.25
3.025420737214001,2511.287338138239,"-1.2 to
-1.1",-1.15
7.619016644360086,7496.320085514179,"-7.1 to
-6.6",-6.85
4.256990392327786,4637.906298573753,"-1.1 to
-1",-1.05
3.193245835479357,4833.089672282773,"-1 to
-0.9",-0.95
6.953348110784929,9042.506328220436,"-0.9 to
-0.8",-0.85
7.447334810463135,10752.629474239171,"-0.8 to
-0.7",-0.75
8.610181339359514,10311.969063308252,"-0.7 to
-0.6",-0.65
6.93985256406868,5938.256594135664,"-0.6 to
-0.5",-0.55
7.9638302267120595,5676.269196211869,"-0.5 to
-0.4",-0.45
5.9529144029716115,2894.680215469103,"-0.4 to
-0.3",-0.35
9.609568873974919,5737.524007744483,"-0.3 to
-0.2",-0.25
10.488330513691684,7071.974521610946,"-0.2 to
-0.1",-0.15
7.47581899222294,12027.864516987276,"-6.6 to
-6.2",-6.4
9.849094040927582,9001.69441809993,"-0.1 to
0",-0.05
8.437033787304088,15941.429842754362,"-6.2 to
-5.9",-6.05
7.594676006297391,16274.245434915585,"-5.9 to
-5.6",-5.75
5.950750200781754,10684.421176889038,"-5.6 to
-5.3",-5.45
3.828982796150251,5898.208459063697,"-5.3 to
-5",-5.15
13.780973266692403,20147.20258465235,Inf,2
12.917851422493953,33233.30959729631,VSA,VSA
40.40382394898531,44236.88994952277,GSA,GSA
25.327968079205313,28402.313232000382,PLD,PLD
25.18571391453517,42818.76327492484,LCD,LCD
6.379459868887227,2430.755632162961,Min,Min
28.465027019569973,383511.32725753414,Median,Median
14.680197324991235,196725.45113715657,Q1,Q1
