%IncMSE,IncNodePurity,varnames,midpoints
25.989458181086885,567342.7712092905,"-Inf to
-10.7",-Inf
4.248789124757301,3281.269947857969,"-6 to
-5.7",-5.85
3.6563349133668255,3432.1575756562447,"-5.7 to
-5.4",-5.55
4.164303663032243,4940.747810221722,"-5.4 to
-5.2",-5.3
3.9335489412490556,2475.877117603853,"-5.2 to
-5",-5.1
3.5421948925454747,2603.7844719418763,"-5 to
-4.8",-4.9
4.421556674622018,5842.2946985722565,"-4.8 to
-4.6",-4.7
3.8638758812593754,4638.804596043333,"-4.6 to
-4.4",-4.5
2.592543541044329,3698.1480496734625,"-4.4 to
-4.2",-4.3
4.1747162966590015,6085.237201111426,"-4.2 to
-4",-4.1
5.558090470167557,4293.852245409078,"-4 to
-3.8",-3.9
17.099136835428524,111624.09124076595,"-10.7 to
-9.3",-10
3.7452975132932904,6985.0547764469575,"-3.8 to
-3.6",-3.7
3.2156378502882994,2604.132639710716,"-3.6 to
-3.4",-3.5
4.519989547927418,5622.729075960556,"-3.4 to
-3.2",-3.3
3.4358048437866597,4556.611778135179,"-3.2 to
-3",-3.1
3.6693562537557733,4884.871639317158,"-3 to
-2.8",-2.9
3.7471236529109713,7616.420124275203,"-2.8 to
-2.6",-2.7
3.846536580568518,5264.60981294993,"-2.6 to
-2.5",-2.55
4.051163556820445,5514.4894136577595,"-2.5 to
-2.4",-2.45
1.9928288666597134,3248.260225224524,"-2.4 to
-2.3",-2.35
3.366652356752038,4131.485391116065,"-2.3 to
-2.2",-2.25
17.922424838687537,80413.66167345365,"-9.3 to
-8.5",-8.9
2.794547636768297,1943.5169729640882,"-2.2 to
-2.1",-2.15
2.7098033022479693,3043.5192063021714,"-2.1 to
-2",-2.05
3.822060583393904,4895.89215169346,"-2 to
-1.9",-1.95
3.5424511549953697,4278.36632785278,"-1.9 to
-1.8",-1.85
5.610460415440199,11108.966787489315,"-1.8 to
-1.7",-1.75
3.4843226200122532,6213.1409546827035,"-1.7 to
-1.6",-1.65
5.8925067062164045,8059.715845457003,"-1.6 to
-1.5",-1.55
4.04580393553763,14423.810169644437,"-1.5 to
-1.4",-1.45
4.878892405015217,6848.676478449613,"-1.4 to
-1.3",-1.35
3.841097050618301,28437.670321392496,"-1.3 to
-1.2",-1.25
15.441374351522992,69815.7775664105,"-8.5 to
-7.9",-8.2
4.435584660875199,27776.788690402518,"-1.2 to
-1.1",-1.15
4.93300707724956,64033.66070614472,"-1.1 to
-1",-1.05
5.1778835734430935,61039.10924650814,"-1 to
-0.9",-0.95
4.918429447468881,45120.118154186406,"-0.9 to
-0.8",-0.85
5.563080592240712,58718.45762026123,"-0.8 to
-0.7",-0.75
4.8251759185521275,46054.001327166145,"-0.7 to
-0.6",-0.65
5.5592940633004035,66498.8545340709,"-0.6 to
-0.5",-0.55
3.7342402060794933,24416.765669384393,"-0.5 to
-0.4",-0.45
2.355275080867721,7429.3701748701615,"-0.4 to
-0.3",-0.35
3.985568268813662,6604.8210740928025,"-0.3 to
-0.2",-0.25
11.17447483447907,31773.195073204944,"-7.9 to
-7.4",-7.65
5.192471212150002,5083.774117961254,"-0.2 to
-0.1",-0.15
1.8814311867680997,2157.437589479576,"-0.1 to
0",-0.05
8.659822318136946,16026.109840053505,"-7.4 to
-7",-7.2
5.251137664036538,8932.75534993261,"-7 to
-6.6",-6.8
4.7684981033388985,3082.2579952147553,"-6.6 to
-6.3",-6.45
4.1196159336229234,5621.808977488338,"-6.3 to
-6",-6.15
13.182217019175985,286030.06155936624,Inf,2
3.7730126574643523,4686.89564651531,VSA,VSA
8.457206761175893,13230.068976976132,GSA,GSA
3.9234830590776757,20852.43388063284,PLD,PLD
-4.907916335305041,4421.096051236567,LCD,LCD
