"","MOF.ID","VF","PLD","LCD","GSA","VSA","y_act","Min","Median","Q1","predicted"
"119","11769",0.95,37,39.6,6876,956,28.0865683034,-1494.66,-16.2096,-136.727,28.9757004760631
"120","11775",0.95,41.4,44.4,6196,829,22.6739821501,-1445.85,-10.63445,-95.9267,24.5533071257137
"121","11776",0.96,43.9,46.5,6944,788,28.2370442888,-1581.3,-7.25653,-91.5875,27.0021627434748
"122","11782",0.84,17.3,18.6,2904,1287,97.6207560024,-1854.87,-49.3251,-310.692,93.1251951481709
"123","11784",0.85,23.3,24.8,3214,1232,85.772965109,-1758.31,-45.9463,-301.273,83.2338549584218
"124","118",0.08,3.6,4.6,5,6,24.3645372247,-2522.29,1227040,289029.5,46.4130725221016
"125","11806",0.95,39.5,42.1,7558,878,21.1031486968,-976.558,-12.023,-107.822,22.1676737880883
"126","11809",0.88,24.8,25.6,4850,1437,64.2406622339,-1341,-38.82595,-279.874,59.3104854947546
"127","11842",0.92,27.6,29,5142,1298,37.0585817289,-1084.63,-37.9218,-247.683,39.4212526032736
"128","11849",0.93,32.1,32.9,4948,1196,72.0395261277,-1546.25,-19.4887,-224.9185,61.5461326885325
"129","11851",0.93,34.2,35.8,5663,1119,48.5943392882,-1431.88,-20.0012,-197.85875,46.3870169054831
"130","11855",0.93,27.3,28.4,5470,1227,61.2718275762,-1598.65,-25.10585,-228.88,56.5106960733176
"131","11858",0.93,34.1,36.1,5967,1069,30.3291168166,-1176.91,-17.0767,-162.5135,31.2220378398589
"132","11860",0.94,36.9,38.1,6778,1149,38.677663227,-1366.05,-14.1705,-160.467,36.6935904702955
"133","11863",0.95,37.8,39.4,6653,1025,23.6518272341,-1013.19,-14.1865,-128.853,24.2683013371911
"134","11865",0.94,35.6,37.9,6858,1011,27.5391242382,-1224.49,-16.71845,-150.30575,28.2382681771209
"135","11868",0.85,20.6,21.1,2756,1281,79.6495457729,-1526.12,-61.9158,-320.19,77.3789294661778
"136","11878",0.81,13.8,15.2,2562,1421,107.0406031632,-1732.71,-75.8887,-366.7165,94.4328238005682
"137","1194",0.83,29.9,30.4,2201,1219,91.7377175647,-1980.07,-23.3336,-336.3,92.5480025935812
"138","1199",0.77,22.3,23.4,2439,1285,127.2508842438,-1988,-21.1007,-405.0635,114.14659119777
"139","1205",0.9,27.2,28.9,4965,1629,71.370266398,-1358.33,-60.20355,-404.09175,69.3508214071223
"140","1208",0.9,29.5,31.3,5351,1560,67.7383467571,-1546.96,-54.7905,-356.729,69.4484591775624
"141","1211",0.91,43.6,44.7,5219,1108,46.2340766257,-1528.79,-11.6464,-191.64,45.3960212812068
"142","1212",0.9,31.5,33.8,4606,1411,88.9943534902,-1790.4,-50.079,-351.305,80.203389823947
"143","1215",0.9,31.1,33.1,5104,1387,59.0656981692,-1665.1,-53.9541,-301.95375,61.8718701824086
"144","12180",0.94,18.6,36.3,6163,1106,38.8140042985,-1357.97,-35.69745,-182.233,37.4050066691393
"145","12184",0.95,21.2,34.4,7565,1000,19.0588713162,-808.287,-24.4415,-124.323,20.8208099376477
"146","12188",0.95,20.6,37,6807,983,21.9367614984,-1086.27,-24.761,-123.318,22.6225822619372
"147","12195",0.96,20.8,40.3,7705,901,20.5953270372,-930.469,-19.6743,-106.476,21.2313353368113
"148","12198",0.83,9,16.2,3845,2138,65.0503980089,-1050.4,-167.2745,-445.24225,68.5235019777905
"149","12207",0.82,8.8,18.1,3652,1899,83.8944601452,-1582.9,-139.7745,-425.75425,84.1250437758999
"150","12220",0.94,17.7,30.3,6585,1178,22.2288614174,-791.21,-42.914,-173.21575,25.0352137617299
"151","12228",0.96,22.5,40.7,6559,926,32.1323559494,-1363.68,-23.2707,-130.94125,30.5998485491009
"152","12230",0.96,22.6,40.5,6618,879,25.4439558576,-1244.89,-20.0327,-112.38,25.5976404233525
"153","12234",0.96,24.3,41.8,7715,852,23.2709055197,-1236.72,-15.9235,-98.0451,23.81778759028
"154","12237",0.95,21.2,42.8,6917,952,31.5159981661,-1305.53,-17.511,-124.356,30.1351760006064
"155","12240",0.97,24.6,45.1,8337,807,19.5443282726,-980.752,-13.19985,-80.6601,20.2173558834141
"156","12241",0.97,25.4,44.7,7560,761,16.9707325637,-819.814,-11.7146,-69.807,18.5692541800017
"157","1227",0.93,37.4,40.5,5435,1209,58.8096149552,-1595.95,-38.1649,-249.339,56.7103446597263
"158","12275",0.96,21.3,40.6,6389,981,38.0622050215,-1391.94,-25.0863,-146.413,35.0261995722389
"159","12328",0.97,25.2,44.4,8050,724,18.0522762186,-916.692,-12.4788,-73.867725,18.9926747866087
"160","12329",0.97,25.3,44.6,6914,801,28.477164249,-1391.22,-13.9683,-97.94855,27.6446052209299
"161","12331",0.91,13.1,24.8,5240,1533,58.0243307893,-1324.63,-93.1073,-336.006,57.5302880584554
"162","12347",0.978577,34.36612,60.67274,7591.734058,502.547505,18.1631402819,-1248.45,-1.30804,-33.44675,18.6081228880068
"163","1235",0.93,40.6,44.4,6375,1064,39.3882121639,-1719.92,-28.6207,-171.273,37.5435539344353
"164","12355",0.9,14.6,31.4,5136,1351,57.6885066288,-1535.77,-59.2461,-269.583,53.2110310524695
"165","12359",0.92,16.3,31.6,5272,1214,43.8573261179,-1356.85,-52.6539,-231.298,43.7591220339541
"166","12378",0.97,28.6,48.3,7853,685,21.3479585544,-1244.52,-8.02499,-66.5404,21.3737527705188
"167","12381",0.96,24.9,48.2,7117,761,26.2225927863,-1251.56,-9.14481,-80.4627,24.8436030279632
"168","1250",0.93,40.2,42.9,5917,1119,34.8958432135,-1702.89,-27.7167,-190.034,37.7861732697205
"169","12559",0.87,14.6,21.6,4891,1652,66.1544167754,-1449.67,-99.9313,-383.1515,64.4989290696421
"170","12561",0.87,15.5,22,4710,1642,68.561446532,-1536.89,-87.4953,-364.5975,67.1543885815688
"171","12567",0.89,18.6,25.8,4507,1444,37.5326495213,-1241.89,-67.5429,-291.73625,40.6477021898948
"172","12580",0.92,20.6,30.2,6141,1299,37.2304729633,-1528.23,-45.6412,-242.2775,40.5442813523344
"173","12601",0.85,15.4,22.9,3161,1428,62.9018101491,-1830.82,-90.28435,-390.91225,72.7936453717335
"174","12604",0.9,17.4,22.3,5263,1551,39.8336355896,-1504.19,-86.825,-325.1975,47.463113872512
"175","12613",0.92,24,34.4,5257,1137,48.9814964434,-2121.54,-31.1316,-226.531,49.7957740333872
"176","12621",0.89,21.3,32.5,3754,990,61.9584076734,-2268.24,-17.2686,-187.443,56.8196478285595
"177","12633",0.94,30.7,41.7,5907,922,22.7112469854,-1787.07,-15.68755,-132.01575,25.9670114861318
"178","12643",0.77,9.9,16.1,2975,1644,122.5676194864,-2146.52,-83.5063,-456.0795,116.799098785902
"179","12650",0.8,13.9,21.7,2609,1426,70.6668995588,-1679.01,-76.81155,-353.34375,77.3963521470795
"180","12651",0.79,13.5,23.3,2471,1310,57.0546358211,-1735.73,-53.1743,-260.36925,64.2979880222887
"181","12678",0.73,9.1,17.2,1912,1685,93.2845913148,-1623.33,-71.45575,-413.09625,92.0613565434495
"182","1269",0.9,35.4,36.8,5654,1331,51.9046600835,-1866.14,-24.46775,-265.41925,54.4325759835043
"183","12690",0.69,12.5,19.1,1672,1269,87.4699886473,-2365.55,-79.2542,-399.9485,90.8803396526918
"184","12695",0.76,12,19,2602,1437,107.7789229535,-2234.59,-91.4582,-444.3635,109.215394598696
"185","12696",0.84,13.5,20.6,3251,1487,101.698682618,-1684.08,-110.8435,-441.51925,98.0995405906639
"186","127",0.2,2.2,4.1,0,0,73.1550764124,-2729.81,967117,251213.25,61.4576226383513
"187","12703",0.91,18.2,26,5317,1429,51.8489728417,-1273.94,-73.6909,-327.06875,51.4621267778527
"188","12719",0.92,22.5,30.1,6304,1284,38.8406354395,-1364.07,-46.147,-241.196,40.2809096357523
"189","1272",0.91,42.8,44.1,4979,1125,57.2895956393,-2129.74,-12.57245,-225.63175,55.5147137564897
"190","12739",0.76,9.4,17.2,2592,1537,132.8206534052,-2401.95,-26.6425,-468.3535,125.327774724404
"191","12803",0.91,24.5,37.1,3746,1015,56.6992397599,-2107.63,-22.7297,-194.5495,53.5452014514096
"192","12805",0.92,26.3,37.9,4521,1055,42.1814166151,-1609.47,-24.1504,-189.62975,43.0131890889189
"193","12847",0.91,19.3,25.7,5598,1471,54.7982390231,-1258.93,-74.48405,-330.95625,53.5812863860165
"194","12868",0.93,23.7,32.1,6649,1158,33.0553167413,-1609.14,-39.11265,-194.64125,36.0202245605829
"195","12871",0.93,26.4,34.7,6422,1107,35.398760891,-1549.14,-32.3032,-187.762,36.7584034176146
"196","12886",0.86,17.9,25.9,3489,1271,87.654338839,-2372.91,-61.5279,-341.157,85.1525452506716
"197","12890",0.9,19.3,27.8,4934,1342,55.8483567423,-1851.36,-61.8071,-318.3165,59.0631226863356
"198","12901",0.94,27.3,38.8,5747,1012,41.9058306823,-2033.65,-23.3535,-193.849,42.4652200994875
"199","12904",0.95,27.9,37.4,7115,1037,24.5044819561,-1655.74,-24.9176,-167.831,29.6313742041801
"200","12911",0.94,28.9,39.6,6577,1017,31.7688984147,-1820.17,-18.42745,-158.82425,32.8960693581156
"201","12920",0.95,33.6,46.2,6827,840,28.3096632724,-2090.34,-10.28875,-118.41275,28.4074182968571
"202","12923",0.96,37.2,51.2,6466,735,25.704516063,-2096.96,-6.22037,-92.853,25.3786054533855
"203","12934",0.8,16,22.8,2468,1254,80.767444202,-2190.93,-54.87945,-314.59775,83.0060466921273
"204","12941",0.89,20.7,29.6,3622,1199,64.3948705655,-2061.04,-36.8275,-257.443,61.7677964424201
"205","12943",0.91,23.2,32.7,4395,1194,46.7083988839,-1339.51,-32.2551,-230.7885,46.4985603181094
"206","12954",0.92,27.4,38.6,4880,984,37.5710287923,-1536.5,-16.0451,-158.1545,37.5243090904563
"207","12957",0.91,24.9,35.8,4544,1080,52.0633863196,-2025.19,-16.3906,-172.27725,47.439684546541
"208","12974",0.96,37.5,51.4,6693,749,23.01443258,-1370.51,-4.996005,-80.820175,23.43543838712
"209","12980",0.79,16.6,21.9,2207,1227,80.867157763,-2544.45,-58.1394,-315.854,80.1898571053106
"210","12981",0.77,8.6,14,1784,1531,185.8349510993,-2134.34,935.4745,-722.176,185.953144421947
"211","12988",0.92,18.1,25.8,5909,1468,41.2890000239,-1092.68,-80.9615,-326.09225,45.2511993760959
"212","13",0.85,11.4,12.6,4384,2020,97.900799509,-1680.05,-170.826,-485.62,97.0617108322236
"213","1301",0.95,64.9,66.9,6917,813,29.9895482912,-2095.98,-3.24665,-98.24605,28.5735277346077
"214","1305",0.96,66.5,69,8074,785,24.0341233455,-1807.11,-3.30002,-80.192825,23.8031321368788
"215","13069",0.97,42.2,58.1,7642,618,21.3022737903,-2033.78,-1.78684,-60.4889,21.7082391412783
"216","13078",0.85,19,27.4,3011,1191,72.5656878922,-1941.95,-43.2772,-280.2355,72.0416102355935
"217","13081",0.88,19.9,30,3125,1192,52.3670658802,-1351.07,-43.3225,-265.50775,53.3011707999094
"218","13086",0.91,24.5,33.7,3844,1084,45.5378517176,-1643.7,-26.3056,-203.535,46.8568416538158
"219","13095",0.93,29.9,41.3,4543,941,27.6307656599,-1365.49,-16.5224,-144.7655,30.5253758917555
"220","13115",0.96,38,52.3,5704,697,24.432477451,-1462.75,-4.73109,-80.8294,23.3154145272069
"221","13117",0.96,40.5,55.6,6509,641,21.5688890009,-1431.97,-2.85455,-63.6408,21.4507183154829
"222","13139",0.93,22.9,33.6,5286,1191,58.0355597057,-1700.5,-46.439,-255.4355,54.9514743681546
"223","13151",0.94,25.3,34.6,6641,1121,33.8866932716,-1349.07,-35.5937,-189.4435,35.1344506130452
"224","13156",0.95,26.2,35.8,6781,1015,29.2408458726,-1593.62,-28.8266,-152.046,30.7163189964347
"225","13165",0.96,33.3,45.6,7617,762,23.5601379261,-1615.22,-12.1044,-84.7295,24.0485872821712
"226","13187",0.95,30.8,48.5,4547,803,49.0552551257,-2627.81,-8.11258,-129.3735,40.0806251927739
"227","13196",0.95,31.8,43.1,6187,858,27.088634823,-1935.33,-12.03925,-125.4945,27.0250025860741
"228","13199",0.95,33.1,45.8,6727,870,28.0690221203,-1811.4,-10.0988,-115.816,27.9584302394252
"229","13200",0.96,33.7,47.8,7330,846,25.6540194,-1835.09,-10.493,-110.1905,26.3693620222473
"230","13209",0.96,38.1,51.9,6446,717,20.4140952642,-1787.37,-6.21893,-81.7309,22.019530500179
"231","13223",0.85,20.1,29.7,3004,1155,64.0033591093,-1729.6,-42.0397,-268.808,65.5250674115802
"232","13252",0.95,33.5,46,5587,815,25.0972503891,-1455.13,-10.82285,-111.65875,26.5046133177158
"233","13260",0.96,39.9,53.7,5369,671,19.3635735291,-1292.93,-4.036185,-67.618975,20.9274026236751
"234","13261",0.97,42.3,57.8,6499,617,20.8260030848,-1438.85,-2.30629,-59.0677,21.0938718164013
"235","13275",0.87,20.2,21.8,4235,1580,49.7331824218,-1411.1,-53.29475,-295.295,51.285266768891
"236","13281",0.91,28.6,30.2,5215,1302,38.4759588952,-1524.45,-31.109,-228.177,44.3552699637561
"237","13322",0.9,22.7,23.9,5431,1474,57.1432792792,-1350.66,-58.29175,-326.27425,58.0463560429847
"238","13333",0.94,34.6,36.3,6336,1076,40.7321887891,-1372.84,-20.7,-188.44725,39.0551528140264
"239","13343",0.94,35.9,38.1,7315,1090,31.573549218,-1142.49,-16.1977,-157.72,30.8006602589751
"240","13344",0.95,36.1,37.8,7887,1035,27.4644302658,-1153.04,-16.9764,-141.139,26.935540208285
"241","13349",0.95,39.5,41.3,7118,892,30.8209731213,-1455.04,-12.04215,-121.895,29.3216232997246
"242","13364",0.85,17.8,20.6,3612,1476,99.7752574392,-1831.4,-51.0883,-325.339,90.7929103492234
"243","13366",0.84,19.5,20.9,3812,1505,100.1909437933,-1827.41,-51.929,-344.814,93.0252548614739
"244","13373",0.91,25.5,27.1,5224,1368,69.1515364029,-1658.93,-42.1734,-303.375,63.412546184563
"245","13380",0.94,31.6,33.5,5850,1151,52.2217252183,-1531.9,-26.0836,-222.12775,49.5064158078132
"246","13391",0.94,36.3,39.1,6837,1070,33.5323507007,-1221.88,-16.675,-165.18025,32.1564809393471
"247","1340",0.93,51.7,53.7,5701,1018,25.6753033454,-1160.74,-8.76976,-134.878,27.3822964340122
"248","13402",0.96,43,45.7,7045,789,29.03939818,-1479.66,-8.09153,-95.9575,27.7135074124021
"249","13419",0.77,15.8,17,2510,1383,94.1442668107,-2110.79,-73.90595,-378.23575,94.9737713937815
"250","13433",0.93,30.6,32.9,5922,1172,51.323443237,-1902.36,-29.2102,-215.809,48.9279577676298
