"","MOF.ID","VF","PLD","LCD","GSA","VSA","y_act","predicted"
"1","10024",0.96,20.8,38.5,8900,841,5.085113146,7.25826769365867
"2","10034",0.96,23.4,44.1,7333,746,15.18699959,6.92868193895701
"3","10089",0.97,29,49.9,7801,569,4.093870845,4.68637577783026
"4","10108",0.95,42.1,46.2,4608,620,4.649335505,13.3301359446399
"5","10123",0.92,32.3,37.2,3187,755,10.56993156,18.375100455175
"6","10131",0.973892,58.23892,64.14331,5443.230489,416.01585,5.255858058,8.27060998291068
"7","10150",0.82,21.6,25.7,2269,945,20.76101121,56.0277616822118
"8","10156",0.91,25.9,28.1,3652,1027,14.76371821,27.3959505236653
"9","10161",0.92,32.4,38.7,3480,723,13.52823019,17.3976744118222
"10","1017",0.93,36.1,38.9,5934,1224,39.55131903,32.2273560896823
"11","10185",0.96,44.2,48.8,4735,547,4.47236118,8.03806927446919
"12","10198",0.89,27.7,32.4,2607,782,18.60846161,39.4014050162853
"13","10216",0.96,40,43.7,5072,625,4.142298739,7.49278976368051
"14","10228",0.96,45.6,49.6,5121,536,5.989140631,6.92464096853826
"15","10234",0.97,54,61.1,5569,432,7.735436831,6.74985232646075
"16","10249",0.91,28.1,32.5,2967,847,15.78186108,22.7029378672775
"17","10264",0.96,40,43.9,5173,628,4.922575451,7.17931191542349
"18","10273",0.96,44.6,48.7,5383,582,4.608488846,6.21638863209479
"19","10276",0.96,45.4,49.6,5211,539,6.624560322,6.84360747335066
"20","10297",0.93,32.9,37.2,3452,761,16.94434772,16.9290754929668
"21","10307",0.96,45,53.7,4151,510,17.58220109,11.8227790480494
"22","10330",0.976914,58.33743,65.37503,5908.628831,390.803511,7.010815421,6.29003245490095
"23","10336",0.9,28.2,34.4,2719,775,18.94200727,28.2596827661424
"24","10349",0.95,40.1,47.4,4173,603,17.27272223,14.3454009071801
"25","10368",0.970302,48.36326,54.45573,5860.536505,500.50383,5.378512362,8.12625923382323
"26","10374",0.92,28.8,32.6,3535,900,17.80477796,19.9296592431049
"27","10383",0.91,27.2,33.2,3139,808,19.26975061,21.5032296744937
"28","10394",0.97,32.8,35,6709,522,2.380601854,5.16239166255192
"29","10408",0.98,42.5,44.7,7658,339,1.565457851,2.73140898747274
"30","10415",0.98,45.2,47,7811,339,1.844481641,2.97689561538505
"31","10418",0.99,47.6,51.6,7067,299,2.671605022,2.69588550375109
"32","10419",0.99,46.3,48.7,7723,304,1.758980696,2.49818659497262
"33","10424",0.99,50.8,53.1,7769,273,1.84473006,4.01657945497715
"34","10428",0.99,53.7,56.7,6900,235,1.461394294,5.0661709443395
"35","10434",0.97,32.1,33,6292,586,3.092695617,6.63218709338113
"36","10437",0.79,7.7,9.4,3562,2269,113.6703178,153.920182204229
"37","10455",0.97,31.4,33.3,6565,557,2.521942511,4.59183802468747
"38","10470",0.92,13.5,17.4,6130,1478,6.433867102,23.8819361932824
"39","10474",0.98,41.8,44.2,8061,371,3.030332469,2.57493326777118
"40","10475",0.98,42,44.1,7621,359,2.527892838,2.71986417978904
"41","10495",0.97,30.8,32.4,7745,576,3.13910079,5.33327603979374
"42","1051",0.83,25.6,27.4,2610,1310,84.42516715,71.0135050911862
"43","1052",0.82,26.9,27.9,2540,1347,68.62599022,75.6089300866111
"44","1053",0.86,31.2,31.9,3272,1306,69.27718194,69.2394530788428
"45","10554",0.98,35.7,38.8,8286,470,3.07078056,4.85837632990289
"46","10563",0.98,38,39.6,8543,417,2.310490586,3.68058368827069
"47","10586",0.97,28.4,30.9,7445,637,4.330113271,6.26755250180518
