%IncMSE,IncNodePurity,varnames,midpoints
17.700303903259176,10219.012841316602,"-Inf to
-8.9",-Inf
11.525676080214541,6638.4224339091625,"-5 to
-4.8",-4.9
7.623899288399831,8142.091313403341,"-4.8 to
-4.6",-4.7
7.159380145257224,20935.432623030956,"-4.6 to
-4.4",-4.5
7.946445902772712,28083.491247067825,"-4.4 to
-4.2",-4.3
8.942157640385954,136880.68669880513,"-4.2 to
-4",-4.1
9.09252047537399,122391.28024865751,"-4 to
-3.8",-3.9
4.435152173617917,18417.935551096616,"-3.8 to
-3.6",-3.7
4.41941955489964,23440.252639274877,"-3.6 to
-3.4",-3.5
8.485649896253502,90454.56858311109,"-3.4 to
-3.2",-3.3
6.528271785874437,31531.436737804546,"-3.2 to
-3.1",-3.15
13.827294453187754,13181.821628954458,"-8.9 to
-7.8",-8.35
5.905953628916153,30948.499076088334,"-3.1 to
-3",-3.05
6.076141463164946,12217.506642898436,"-3 to
-2.9",-2.95
10.780396389703311,173523.23729268144,"-2.9 to
-2.8",-2.85
6.393604149078657,47863.464812330094,"-2.8 to
-2.7",-2.75
7.530637337976299,64339.6787649497,"-2.7 to
-2.6",-2.65
5.208908899376096,14072.195543057573,"-2.6 to
-2.5",-2.55
4.846853630691787,9002.339441888898,"-2.5 to
-2.4",-2.45
4.332925971498665,8199.012866818915,"-2.4 to
-2.3",-2.35
6.495563734490256,52594.09441323655,"-2.3 to
-2.2",-2.25
2.7960284035766962,11850.132773098287,"-2.2 to
-2.1",-2.15
10.801389216740267,19005.928091408212,"-7.8 to
-7.1",-7.45
5.849983198241966,22123.48134821551,"-2.1 to
-2",-2.05
6.316576382322839,12739.280061905381,"-2 to
-1.9",-1.95
5.392089658093315,19698.32900443139,"-1.9 to
-1.8",-1.85
5.165071422853415,4869.573339643624,"-1.8 to
-1.7",-1.75
4.025816714649914,4520.184312506491,"-1.7 to
-1.6",-1.65
4.939276234833431,6949.8881816326675,"-1.6 to
-1.5",-1.55
4.668343348364738,5786.605341417876,"-1.5 to
-1.4",-1.45
4.785876928946457,4980.76410396835,"-1.4 to
-1.3",-1.35
5.7773991876648285,5482.265132703994,"-1.3 to
-1.2",-1.25
6.734573486381028,5965.563685674926,"-1.2 to
-1.1",-1.15
12.14957755536764,13538.330536054813,"-7.1 to
-6.6",-6.85
6.810962053496516,7983.613911780749,"-1.1 to
-1",-1.05
5.825282955688238,8209.077280340807,"-1 to
-0.9",-0.95
10.984229689812398,24793.44770658502,"-0.9 to
-0.8",-0.85
11.025320156643577,22083.2506295663,"-0.8 to
-0.7",-0.75
11.329694086952458,14231.435564718955,"-0.7 to
-0.6",-0.65
8.999968812360837,8938.065036983275,"-0.6 to
-0.5",-0.55
12.58976384239719,12728.554241635997,"-0.5 to
-0.4",-0.45
14.130105266591617,12942.315894562727,"-0.4 to
-0.3",-0.35
18.36302680368143,18182.855072262995,"-0.3 to
-0.2",-0.25
22.664870519370535,20599.18228077736,"-0.2 to
-0.1",-0.15
11.184513815288406,22498.98502638445,"-6.6 to
-6.2",-6.4
28.572927546114173,43778.35446615376,"-0.1 to
0",-0.05
11.466479923086897,31351.525188320247,"-6.2 to
-5.9",-6.05
14.24050848323047,39192.89572217839,"-5.9 to
-5.6",-5.75
11.207101420076114,27037.732443603978,"-5.6 to
-5.3",-5.45
10.047130823266691,10854.064122849413,"-5.3 to
-5",-5.15
30.012807846323803,39744.63843457287,Inf,2
