"","MOF.ID","VF","PLD","LCD","GSA","VSA","y_act","predicted"
"338","2085",0.86,9.4,12.2,5695,2017,24.2323876274,33.6436354154772
"339","2097",0.95,20.5,25,7768,978,5.198843404,5.56716719933522
"340","2101",0.95,20.7,25.8,9033,971,4.6556958131,5.53773844078166
"341","211",0.79,8.7,11.5,3805,2121,32.9352593154,86.4915616000347
"342","2118",0.89,11.4,14.2,5676,1764,19.9406085706,21.2375311424398
"343","2121",0.87,11.9,14.9,5479,1750,28.0335924718,24.0715121908296
"344","2122",0.84,8.2,10.1,4921,2144,136.1030711345,63.4307725514829
"345","213",0.78,8.1,9.6,3207,1952,96.4681645938,115.020262309198
"346","2134",0.95,18.6,22.1,8274,1109,6.5876099311,6.60020214102223
"347","2143",0.96,21.5,26.1,8661,907,5.4838918462,4.64285753275768
"348","2162",0.97,29.1,34.1,9363,603,3.4634156319,3.46018816271124
"349","219",0.83,9.3,13.7,4432,2196,38.235804898,44.0297338891818
"350","2191",0.94,19.1,24.9,8067,1107,6.7209750552,6.43328694563148
"351","2192",0.95,19.5,23.3,8866,1060,5.0980559573,6.47023166841345
"352","2220",0.91,13.4,16.8,6453,1540,18.3206544136,16.2942908476648
"353","2221",0.91,13.9,17.1,5946,1490,12.2003709849,15.8434156481025
"354","2226",0.93,15.7,20.3,6540,1303,18.2207963801,8.44529390522849
"355","2249",0.96,24.5,29.3,8099,811,5.7525734549,4.75894842094286
"356","2250",0.96,24.7,29.4,7608,785,4.8494593393,4.79203084068179
"357","2254",0.84,8.8,11.7,5133,2052,53.5922947368,40.8121502306765
"358","2256",0.84,8.8,12,4970,2027,35.9503270408,46.3578282596498
"359","2257",0.84,10.4,12.7,4671,1808,43.5806083718,42.2607473186821
"360","2260",0.76,6.2,7.9,3490,2075,205.3031665928,113.451374381802
"361","2282",0.87,9.9,12.5,5962,1923,30.3367003909,32.6327902952444
"362","230",0.54,3.7,7.1,618,827,172.8035824159,114.451796603587
"363","2303",0.87,10.1,12.6,5807,2044,39.1471603708,27.9493408521336
"364","2315",0.94,16.6,19.2,8307,1219,5.3362715675,6.7433885797799
"365","2342",0.96,24.5,29.8,8440,789,4.9217427969,4.55561117116686
"366","2363",0.65,4.3,8.4,1273,1296,185.4885380569,156.078020549643
"367","2377",0.44,3.1,6.6,241,414,85.2648043643,106.171164727138
"368","2381",0.76,5.7,13.5,2655,1807,130.8986332662,112.796783957258
"369","2446",0.8,6.8,14.2,3574,1920,72.154172939,91.170234994116
"370","2451",0.78,6.4,14.4,2994,1819,91.9535346653,95.8283992723004
"371","2495",0.85,9,16.2,4485,1835,26.9334815088,37.1572654185771
"372","2503",0.83,9.4,17.5,3545,1737,19.0795272057,46.6034395594682
"373","2512",0.9,13,28.3,4659,1328,15.6064376359,19.185360610105
"374","2516",0.9,14.4,27,4906,1344,12.5181033876,19.0709866880269
"375","2528",0.92,14.7,28.8,5224,1203,14.8091232859,12.8624372563783
"376","2561",0.86,9.5,17.8,4298,1777,42.477918391,22.8601226418661
"377","2571",0.9,9.8,20.2,4772,1636,47.440818579,26.7656953276332
"378","2573",0.89,10.4,19.5,5706,1683,18.4911514198,20.2205141504354
"379","2584",0.58,3.9,7.5,858,970,144.4060579776,136.158562546017
"380","2588",0.55,3.6,8.8,870,920,133.8400459499,139.388740514537
"381","259",0.39,6.2,7.6,723,778,85.5992430413,104.047992195168
"382","2594",0.87,8.3,17.6,4876,1891,16.578280293,28.0979773262445
"383","2613",0.91,13.3,23.7,5333,1481,28.1108063857,16.3086860650419
"384","2630",0.71,5.3,10.8,2238,1649,138.1602899305,125.874174007558
"385","2633",0.58,4.9,10.3,1035,1098,136.7016865601,130.464423616348
"386","2679",0.74,4.9,11.1,2517,1706,156.6880975749,140.887587129523
"387","2697",0.81,7.4,14.1,3560,1732,110.4723474926,62.374664777578
"388","2714",0.93,14.7,26.9,7114,1379,9.6322406479,11.0455573605903
"389","272",0.09,2.5,3.9,0,0,5.1174054113,13.5321993944825
"390","2736",0.88,10.1,20.3,4964,1715,40.4862421317,32.0667508875651
"391","2741",0.88,9.5,17.9,4985,1777,44.9698369227,27.1209431357742
"392","2742",0.89,10.4,21.3,6031,1674,18.5612200682,20.5974912818023
"393","2764",0.61,4.6,9.5,1302,1213,121.9440245526,155.321598208501
"394","2766",0.71,3.2,13.3,1913,1389,150.1741312224,137.941741227353
"395","2775",0.72,5.5,12.3,2357,1866,97.0741959543,122.794116768924
"396","2788",0.86,9.5,17.1,4320,1777,8.7845739723,33.8796585615893
"397","279",0.49,3.2,6.4,534,653,89.6052576635,109.033980969536
"398","2795",0.84,8.7,19.4,4060,1645,24.84213055,41.4711417393208
"399","28",0.9,16.7,17.6,5693,1723,6.991027337,19.8283040740686
