"","MOF.ID","y_act","1","10","11","12","13","14","15","16","17","18","19","2","20","21","22","23","24","25","26","27","28","29","3","30","31","32","33","34","35","36","37","38","39","4","40","41","42","43","44","45","46","47","48","5","6","7","8","9","Inf","VSA","GSA","PLD","LCD","Min","Median","Q1","predicted"
"1","10",26.6675325239,0.0114955357142857,0.0142857142857143,0.0167410714285714,0.0107142857142857,0.0147321428571429,0.0149553571428571,0.0141741071428571,0.0150669642857143,0.0155133928571429,0.015625,0.0160714285714286,0.0138392857142857,0.0150669642857143,0.0175223214285714,0.0168526785714286,0.0176339285714286,0.0181919642857143,0.0140625,0.00691964285714286,0.00546875,0.00680803571428571,0.00703125,0.0114955357142857,0.00848214285714286,0.00792410714285714,0.0104910714285714,0.0129464285714286,0.00881696428571429,0.00814732142857143,0.0109375,0.0174107142857143,0.0136160714285714,0.00915178571428571,0.0131696428571429,0.00669642857142857,0.00100446428571429,0.000334821428571429,0.000446428571428571,0.000223214285714286,0.000446428571428571,0.000111607142857143,0.000334821428571429,0.000111607142857143,0.0209821428571429,0.0190848214285714,0.0191964285714286,0.0154017857142857,0.0147321428571429,0.46953125,2110,4856,11.4,14.1,-1643.93,-169.239,-430.804,27.458192051429
"2","10014",8.7555266015,0.00265908674124335,0.00741182223852314,0.00852741610122868,0.00615868940644294,0.00695335900727428,0.00739654013081484,0.00813008130081301,0.00852741610122868,0.00874136560914481,0.00820649183935448,0.00822177394706278,0.00600586832935999,0.00854269820893698,0.00932208570206003,0.0101931658414329,0.0105905006418485,0.0107586038266398,0.0124090714591356,0.00640320312977566,0.006265664160401,0.00666299896081668,0.0072131548383153,0.00692279479185769,0.00756464331560609,0.00747295066935632,0.00872608350143652,0.00942906045601809,0.00944434256372639,0.00997921633351672,0.0102695763799743,0.0125771746439269,0.0129745094443426,0.0139372822299652,0.00739654013081484,0.0171618069564154,0.0189192493428694,0.0216547466226542,0.0254294272266031,0.0309004217861727,0.0385567577480286,0.0508894186686228,0.0666299896081668,0.176309676630601,0.00768690017727245,0.00742710434623143,0.00770218228498074,0.00629622837581759,0.00730484748456507,0.225136010758604,1068,6440,17.5,32.7,-1391.91,-34.03055,-179.39925,8.85027987026223
"3","10035",4.3559832002,0.000905219574782944,0.00663565305688715,0.00669075337883046,0.00440802575546477,0.00447099755197141,0.00508497256791115,0.00518730173723444,0.00553364661802095,0.00527388795743107,0.00581701970230083,0.0063601514471706,0.00232995647074566,0.0060452924646374,0.00687179729378704,0.00718665627632024,0.00725749954739021,0.00808400437653986,0.00861926464684629,0.00458906967042136,0.00472288473799797,0.00501412929684118,0.00537621712675436,0.00229059909792902,0.00579340527861084,0.00564384726190757,0.00602167804094741,0.00666713895514047,0.00773765949575334,0.00819420502042648,0.00899709542588613,0.0096976566620225,0.0107366913043821,0.0124841586574413,0.00263694397871553,0.0148219866027503,0.016199494651333,0.0194504136459883,0.0239371541470864,0.0285183523429444,0.0351933627726482,0.0491652301225589,0.0738737887768516,0.356199966939807,0.00280224494454546,0.00336899111310522,0.00390425138341165,0.00397509465448162,0.00575404790579419,0.153470139561244,757,8537,22.6,42.9,-1325.36,-11.4943,-82.9847,4.31938802984305
"4","10061",9.2820688447,0.00316999785084891,0.00684504620674833,0.00740382548893187,0.00591016548463357,0.00597464001719321,0.00600687728347303,0.00637223296797765,0.00689877498388137,0.00718891038039974,0.00740382548893187,0.00742531699978508,0.00753277455405115,0.00769396088545025,0.00898345153664303,0.00848914678701913,0.0086073500967118,0.00967117988394584,0.00971416290565227,0.00530840318074361,0.00568450462067483,0.00621104663657855,0.00625402965828498,0.0076079948420374,0.00630775843541801,0.00666236836449602,0.00723189340210617,0.00732860520094563,0.00809155383623469,0.0084354180098861,0.00999355254674404,0.0103911454975285,0.0114442295293359,0.012916398022781,0.00725338491295938,0.0147001934235977,0.0160863958736299,0.0189984955942403,0.0236943907156673,0.0274661508704062,0.0359230603911455,0.0469374597034172,0.068514936600043,0.255340640447023,0.00705996131528046,0.00646894476681711,0.00681280894046851,0.00562003008811519,0.00601762303889963,0.201944981732216,949,7396,19.9,36.8,-1551.35,-21.3733,-142.482,9.49344793128517
"5","1009",21.6879993689,0.00733252049041523,0.0116676827203143,0.0116338142653932,0.00756959967486283,0.00902594323646955,0.00861952177741651,0.00829777145566619,0.00911061437377227,0.00902594323646955,0.0101436022488654,0.0102621418410892,0.0140046061098693,0.0101436022488654,0.0106685633001422,0.00999119420172052,0.0111765901239585,0.011938630359683,0.0125651967757231,0.00726478358057305,0.00733252049041523,0.00760346812978392,0.00812842918106076,0.0133441712389081,0.00831470568312674,0.00806069227121859,0.00861952177741651,0.00931382510329879,0.00885660096186412,0.00988958883695726,0.0110411163042742,0.0114475377633272,0.0115152746731694,0.0125821310031836,0.0124805256384204,0.0126498679130258,0.0148174490279753,0.0145126329336856,0.016460069091648,0.0170866355076881,0.0181026891553207,0.0238264580369844,0.0331233489128226,0.138759059811691,0.0136489873331979,0.0125482625482625,0.0130393551446183,0.0108887082571293,0.00997425997425997,0.311589785273996,1427,4980,30.3,32.2,-1684.28,-51.4176,-294.662,21.6547130930942
"6","10092",2.6003401917,0.000148308481641815,0.00313451980118647,0.00342712842712843,0.00262145262145262,0.00287397787397787,0.00326278659611993,0.00378787878787879,0.00408449575116242,0.00468975468975469,0.00502645502645503,0.00492223825557159,0.000937950937950938,0.00515472182138849,0.00489818823152156,0.00499438832772166,0.00540724707391374,0.00570386403719737,0.00608866442199776,0.00329084495751162,0.00347923681257015,0.00341911175244509,0.00392817059483726,0.00131072631072631,0.00412457912457912,0.00414462081128748,0.00456148789482123,0.00498236331569665,0.0055635722302389,0.00555956389289723,0.00632515632515632,0.006998556998557,0.00757174923841591,0.00873817540484207,0.00162738496071829,0.0100489017155684,0.0117444284110951,0.0139490139490139,0.0166987333654,0.0215007215007215,0.029016354016354,0.0425004008337342,0.067027417027417,0.524033990700657,0.00175565175565176,0.00186387686387686,0.00279781946448613,0.00244909411576078,0.00299823633156966,0.104826038159371,511,7397,31.2,54,-1257.94,-1.58411,-36.1103,2.6935357172284
"7","10094",2.602517927,4.28082191780822e-05,0.00329293993677555,0.00372102212855638,0.0026804531085353,0.0027067966280295,0.0030031612223393,0.00316780821917808,0.00361235511064278,0.00381981032665964,0.00413263962065332,0.00455742887249737,0.000470890410958904,0.00468256059009484,0.00489660168598525,0.00483403582718651,0.00522918861959958,0.00529834035827186,0.00562434141201265,0.0032600105374078,0.0034345363540569,0.00348063751317176,0.00351027397260274,0.000912144362486828,0.0038922550052687,0.00410300316122234,0.00424459957850369,0.00455742887249737,0.00534444151738672,0.00577252370916754,0.00615779768177028,0.00654965753424658,0.00739265015806112,0.00828503688092729,0.00205150158061117,0.0100171232876712,0.0114660168598525,0.0132277397260274,0.0156348788198103,0.0209628556375132,0.0269988145416228,0.0391596417281349,0.0643769757639621,0.547635669125395,0.00319085879873551,0.00324354583772392,0.00351356691253952,0.00310194942044257,0.0031381717597471,0.0956105110642782,494,9589,32.2,57,-1011.58,-0.863743,-33.2621,2.71508505489955
"8","10097",12.6313655687,0.00413985413985414,0.00933075933075933,0.00954525954525954,0.00613470613470613,0.00703560703560704,0.00729300729300729,0.00804375804375804,0.008000858000858,0.0089017589017589,0.00952380952380952,0.00999570999571,0.0110896610896611,0.0100815100815101,0.00911625911625912,0.0104676104676105,0.0115186615186615,0.011046761046761,0.0123337623337623,0.00641355641355641,0.00686400686400686,0.00752895752895753,0.00812955812955813,0.0112612612612613,0.00821535821535821,0.00785070785070785,0.00945945945945946,0.00986700986700987,0.0105534105534106,0.0115401115401115,0.0116473616473616,0.0136422136422136,0.0148005148005148,0.0154011154011154,0.0112183612183612,0.0193264693264693,0.0209352209352209,0.0238095238095238,0.0270913770913771,0.0337837837837838,0.0344487344487344,0.0395752895752896,0.0442942942942943,0.0917846417846418,0.0107893607893608,0.00952380952380952,0.0100815100815101,0.0086014586014586,0.0089017589017589,0.289060489060489,1276,6182,14.3,25,-1436.7,-54.9305,-236.99775,13.5879501856631
"9","10119",3.0480199868,0.000656798178750737,0.00280504908835905,0.0031023233123971,0.00233372969896538,0.00255859097099417,0.00270722808301319,0.0030070431123849,0.00337800069109905,0.00356474988312295,0.00373371343781125,0.00379977437648637,0.000618686098745859,0.00384550887249223,0.00385948330182735,0.00382645283248979,0.00398271236050979,0.00394460028050491,0.00428760900054881,0.00223209748561904,0.00238708661097221,0.00238835701363904,0.002611947883001,0.000799083277435616,0.00268309043234344,0.00287492123503466,0.00302991036038783,0.00327382767241905,0.00332337337642539,0.0035406122324532,0.00387980974449662,0.00420757363253857,0.00453660792324735,0.00534966563001809,0.00091596032278391,0.00600138219810151,0.00686652641421225,0.00789555257434396,0.00967792751590544,0.0125553895562738,0.0162979958127528,0.0242202268431002,0.0418038701546842,0.671198192979247,0.00104427099213367,0.00111414313880928,0.00195387930158343,0.00223590869361953,0.00256621338699514,0.0905225420249202,428,4332,54.3,60,-1871.37,0,-9.08724,3.40849431809724
