"","MOF.ID","VF","PLD","LCD","GSA","VSA","y_act","predicted"
"1","10",0.85,11.4,14.1,4856,2110,7.4363929983,9.05123581328184
"2","10014",0.94,17.5,32.7,6440,1068,3.4835102827,3.36048593542726
"3","10035",0.96,22.6,42.9,8537,757,2.2506772638,2.22995597070318
"4","10061",0.95,19.9,36.8,7396,949,3.5982840171,2.86945965245075
"5","1009",0.91,30.3,32.2,4980,1427,6.1505192944,6.14368161478401
"6","10092",0.98,31.2,54,7397,511,1.6467233818,1.72179442988893
"7","10094",0.98,32.2,57,9589,494,1.6651247338,1.63357080589443
"8","10097",0.92,14.3,25,6182,1276,4.4258905468,4.41768877839702
"9","10119",0.97,54.3,60,4332,428,1.6708227167,2.23066347782621
"10","1012",0.92,35.9,36.7,5933,1286,4.9574974788,4.96710815824487
"11","10140",0.97837,68.28739,74.78838,5050.149057,316.799703,1.410569198,1.81797875562983
"12","10160",0.77,14.9,20,1896,1261,5.071806109,25.8494239513426
"13","10162",0.93,32.9,37.7,3691,730,4.6800839138,3.78623863686029
"14","10167",0.94,36.6,40.8,3842,689,2.2048689742,3.65897680625636
"15","10198",0.89,27.7,32.4,2607,782,8.7235806855,8.10779947248593
"16","10206",0.93,33.3,39.8,3574,738,3.5539252605,4.61386308860296
"17","10223",0.96,42,47.4,5148,600,2.3343631983,2.48942561607223
"18","10226",0.96,48.1,56.3,4305,475,3.4094950477,2.45835963312788
"19","10244",0.88,24.8,29.6,2623,865,7.8117551169,9.04060527464197
"20","10267",0.86,20.6,26.1,2479,1013,8.4765996061,12.951923440198
"21","1027",0.94,41.7,44.1,7430,1148,3.1751313707,3.5365805595437
"22","10272",0.96,44,49.2,5613,587,1.9755620497,2.44836339596458
"23","10284",0.97,54.1,59.2,5056,425,1.5164274896,1.98876072116239
"24","10294",0.91,31.8,37.1,3103,701,5.9027797332,5.42330817957199
"25","10302",0.95,37.7,45.1,3860,627,3.3380702174,3.00027097427277
"26","10310",0.96,45.3,50.9,4823,537,2.6111826957,2.6433650453371
"27","10318",0.97,46.8,53.7,5519,534,2.2756476131,2.22327702723123
"28","10350",0.95,39.1,44.4,4154,645,2.7773315511,3.179763191324
"29","10375",0.972163,53.35481,59.87001,5519.657642,439.334795,1.9508809135,1.78978677324058
"30","10388",0.92,29.8,35.8,3351,779,5.3481437944,4.95646406367324
"31","10394",0.97,32.8,35,6709,522,1.4446044954,1.8101517775338
"32","10397",0.98,37.3,39.9,6716,442,1.5241894086,1.65164736285003
"33","10399",0.98,39.5,41.5,7199,401,1.3655133755,1.65511837810718
"34","1040",0.96,50.5,54.8,7642,837,2.7942943953,2.55708439010306
"35","10412",0.98,43.1,46.4,7176,345,1.2684593648,2.13896314110334
"36","10416",0.99,45.8,48.3,7973,317,1.246205409,1.52257526266657
"37","10428",0.99,53.7,56.7,6900,235,1.1697577917,2.39150952354457
"38","10430",0.99,56.6,59,8411,226,1.1945703405,1.88244695222531
"39","10442",0.95,21.7,22.8,6869,953,2.0712740277,2.59468648315493
"40","10449",0.97,27.4,28.9,7508,698,1.7319936562,2.52566883581441
"41","10464",0.98,34.9,35.7,8444,520,1.4774657382,1.81180153754383
"42","10478",0.99,44.6,46.5,8964,345,1.3541780398,1.98529526286272
"43","10485",0.88,12.2,13.3,4765,1726,3.3771438592,7.18078303619482
"44","10487",0.95,23.2,24.6,6215,882,2.3726547692,2.54152143104945
"45","10515",0.98,37.7,39.8,8407,416,1.3958881401,1.50646632288427
"46","10521",0.98,41.8,44,7538,356,1.2683756938,3.03124385744123
"47","10529",0.94,18.7,23,6087,1024,2.1289151043,3.11276603673002
"48","10535",0.95,23.3,24.8,6324,877,2.4362720218,2.43570158707719
"49","10547",0.98,34.5,35.2,7153,527,2.0306826724,1.75883973347759
"50","10553",0.98,33.3,36.7,7441,515,1.8447298106,1.72852356634267
"51","10554",0.98,35.7,38.8,8286,470,1.5515074611,1.64434569672771
"52","10562",0.98,38.6,42.4,7492,410,1.7185223117,1.52461977833493
"53","10592",0.95,19.6,24,6393,984,2.1697545769,2.73398742604112
"54","1060",0.9,37.7,38.6,4186,1230,6.3965162008,6.25473577195465
"55","10604",0.98,38.9,42.8,7827,398,1.437076699,1.54487200833329
"56","10607",0.98,40.1,41.9,8495,406,1.4656300228,1.57497808803671
"57","10613",0.99,44.4,46.7,8272,333,1.4576691741,1.48034425725278
"58","10622",0.99,51.5,54.1,9138,262,1.2816088019,2.24447293285129
"59","10637",0.98,34.2,36.5,7264,510,1.7996015208,1.75646691338268
"60","10638",0.98,33.4,36.2,6919,509,1.6559276802,1.79525226286381
"61","1064",0.91,40.6,41.8,4307,1119,6.2428891036,5.53731522718894
"62","10665",0.99,46.6,49.1,7622,297,1.256106963,1.732078306862
"63","10668",0.99,48,52.2,7317,272,1.244204585,2.19474612921051
"64","10675",0.96,26.1,28.6,6962,762,2.4111801481,2.25387335005068
"65","10683",0.95,21.2,22.9,7033,947,2.0259241873,2.55164343188569
"66","10686",0.96,25.4,28,6330,768,1.9043566929,2.32809381052999
"67","10691",0.97,30.7,31.3,6816,627,2.3190011363,1.90227942406961
"68","1072",0.9,38.7,40.2,4555,1209,6.3127420387,5.40679988568581
"69","10722",0.92,16.9,19.9,5477,1170,2.8245207679,3.57983012374848
"70","10736",0.9,12.1,16.6,5944,1638,2.6002330168,5.4086938842708
"71","10759",0.98,39.5,43.9,7957,395,1.4606599395,1.49394201058562
"72","10798",0.98,36.8,38.3,8663,477,1.4947772212,1.66175680942162
"73","10801",0.98,37.7,39.8,8251,420,1.3199894127,1.99051288559738
"74","10814",0.99,48.4,50.8,9194,294,1.2975768529,1.96259137005046
"75","10835",0.98,38,38.8,7246,450,1.8605891702,1.63992003876568
"76","10864",0.95,19.7,24.2,6544,988,2.5243957001,2.67426588697442
"77","10865",0.96,22.4,25.6,6373,859,2.1791733476,2.43480075638487
"78","10884",0.98,39.7,41.6,7438,410,1.6684616356,1.58461018165161
"79","10908",0.99,48.2,51.3,7295,273,1.2497418802,2.16985227345647
"80","10923",0.91,18.2,20.8,5993,1548,5.5741940147,5.0189625201233
"81","10929",0.92,23.5,25,5666,1336,5.9120032374,4.87673412232201
"82","1093",0.8,28.5,29.3,2256,1186,16.0750773334,19.6805196855909
"83","10941",0.92,23.9,25.6,5538,1346,5.7764344169,5.20946156256606
"84","1096",0.88,28.3,29.4,3981,1419,12.9755730373,8.30984737022103
"85","10969",0.96,32.8,35.7,6993,837,2.6939356086,2.47774691726674
"86","10988",0.88,25.5,26.6,4891,1444,6.208703636,7.72393770170728
"87","10997",0.95,28.1,30.2,6091,1023,3.8341789635,2.9836582219443
"88","11004",0.95,34.4,36.9,7025,886,3.0370472576,2.88305262958749
"89","11006",0.89,16.1,18.3,4423,1579,9.2620712428,5.79516399093779
"90","11024",0.95,32.6,34.8,6205,967,3.3893241161,2.94687562517579
"91","11047",0.97,43.1,46.6,8010,608,2.0281318867,1.85780124532688
"92","11053",0.85,18.5,22.1,3895,1447,11.7671868079,8.30033925499132
"93","1106",0.89,27.7,29.2,4037,1481,7.292583741,9.65728545349743
"94","11074",0.91,13.9,23.2,5122,1481,2.5451912511,5.19038642763366
"95","11079",0.92,16.8,26.8,5888,1429,3.4335933449,5.19946164628221
"96","11090",0.93,19,31.4,5999,1102,2.3014163446,3.43581970500802
"97","11094",0.95,21.2,33.8,6991,1094,2.3030492712,3.01951530573345
"98","11104",0.96,26.1,41.5,6991,810,2.5328826539,2.4841535726582
"99","11127",0.93,17.9,25.1,6799,1273,3.6845706785,3.73540639553093
"100","11142",0.95,21.5,33.8,8133,1048,2.4725718699,2.71247168154831
"101","11154",0.96,29.3,35.1,6580,867,2.0675693104,2.57536689537018
"102","11159",0.88,11.1,20.9,4524,1744,6.6895024986,8.33906289082089
"103","11185",0.85,12,15,3822,1689,10.3805347153,8.33260140377247
"104","11233",0.85,10,17.4,3879,1746,10.8856174509,8.87897205436978
"105","11238",0.95,23.4,36.6,7487,972,2.673020784,2.84195606787163
"106","11241",0.96,22.9,38.3,7292,927,2.664714513,2.55673152010956
"107","1125",0.93,40.5,42.8,5828,1085,3.7938641271,3.87457245108832
"108","11255",0.87,11.3,18.7,4136,1678,7.8543593465,7.75753540163019
"109","11259",0.76,6.7,12.7,3401,2029,17.8581116725,17.4443163066024
"110","11263",0.9,13.8,24.4,5481,1460,3.923647203,5.39169698013124
"111","11267",0.93,16,30.2,6305,1220,4.2067588099,3.9342426935399
"112","11305",0.87,12.6,23.1,4876,1480,7.4155031127,6.65661262643257
"113","11307",0.66,3.8,9.5,849,1107,60.9708138088,65.8735299190255
"114","11321",0.91,13.3,25.6,5331,1442,7.8899737618,4.8408234414583
"115","11330",0.93,16.7,29.3,6371,1162,2.7378596153,3.69938621420758
"116","11347",0.96,22.1,41.2,8188,798,2.20737815,2.47427165173637
"117","11348",0.96,23.5,43.4,8016,797,2.2216632857,2.38792253727341
"118","11352",0.8,9,17.2,3340,1695,11.0235273697,13.4319713642215
"119","11409",0.92,15.6,24,5716,1430,5.7080115115,5.29133238525678
"120","11411",0.92,16.2,23.5,5834,1588,7.1775850452,5.10157665768827
"121","11419",0.94,20.1,30.2,6642,1225,4.3354408014,3.80849021230486
"122","11420",0.94,18.5,27.4,6373,1244,4.0007832197,3.72841289258887
"123","1143",0.96,53.4,55.9,7809,866,2.6199251478,2.58640759732171
"124","11437",0.95,23.5,33.5,7162,1034,3.0927621973,2.75959924181624
"125","11479",0.95,24.3,35.4,6769,946,2.3780932555,2.83934646253217
"126","11482",0.95,24.9,35.6,7335,978,2.7765279787,3.00033180683156
"127","11484",0.87,13.2,18.6,4093,1730,8.4939909889,7.23014605429889
"128","11486",0.96,26,39.6,7407,884,2.7275694245,2.48949001796327
"129","11495",0.87,13.3,18.2,4163,1646,8.0748759757,6.76030711466626
"130","11497",0.85,10.8,20.7,4236,1704,14.2210034894,7.59235477748447
"131","11501",0.87,17.2,23.9,4710,1360,6.2134498971,7.21775846102497
"132","1151",0.8,27.6,29.5,2204,1173,21.1022779282,16.1834075243246
"133","11514",0.95,25.2,33.9,6549,968,3.5578030382,2.74215833278205
"134","11516",0.95,24.8,35,6818,939,2.8071094654,2.79326060520102
"135","11547",0.62,6.2,7.9,618,856,86.4878811485,58.9029200929259
"136","11554",0.91,16.5,21.8,5535,1512,3.6144732893,4.74772375891935
"137","1156",0.86,32.8,33.3,3183,1293,10.831584464,9.27362618185193
"138","1157",0.89,33.7,35.2,3819,1352,5.9707216377,8.22182251088419
"139","11575",0.94,24.3,31.8,6566,1035,2.1948602194,3.17848076322914
"140","11590",0.8,10,12.6,3316,1986,13.2603665888,15.5364499803812
"141","11612",0.93,31.6,34,5329,1142,3.6802471337,5.25891306962494
"142","11618",0.93,32.4,34.7,5634,1075,2.5289927879,3.93255738334927
"143","1162",0.9,38.2,38.9,4001,1224,7.077539153,6.21386911609229
"144","1163",0.92,46.5,47.4,4618,1035,4.1965775798,3.81880911679329
"145","11650",0.93,28.3,29.8,5911,1256,3.455515927,4.93888868712094
"146","11664",0.95,34,35.5,6984,1022,3.5821055731,3.11328020324012
"147","11695",0.89,20.8,22.7,3889,1386,7.2352605666,7.8145371359456
"148","11696",0.92,28.3,29.5,5079,1263,5.9379416004,4.96874530766662
"149","11711",0.94,27.3,29.5,5836,1144,5.8676395358,3.94432527485433
"150","11713",0.87,20.8,21.7,2917,1192,12.6482094165,8.88771151628306
"151","11725",0.95,35.3,37.6,6653,942,3.3846293713,2.89710260202688
"152","11733",0.85,17.4,18.9,3431,1440,13.6065953351,8.68814365141092
"153","11744",0.9,26.2,27.2,5011,1349,6.8880868066,5.37719048958481
"154","11752",0.93,30.7,32.9,5430,1147,5.3215203626,4.67153406394288
"155","11757",0.94,34.8,37.1,5310,1025,3.1291253906,3.82555437569759
"156","11766",0.95,39.5,42,6855,951,3.0158385252,3.15608445719915
"157","11778",0.96,44.3,47.7,6020,742,2.1856275867,2.39975783680204
"158","11832",0.88,29.4,30.8,4515,1224,6.7766879569,7.85853780202892
"159","11849",0.93,32.1,32.9,4948,1196,9.3878092976,4.95142368518786
"160","11911",0.97,33.8,56.6,7031,544,1.3665067171,1.91845944932205
"161","1192",0.82,28.5,29.3,2158,1188,18.8934692308,17.2168225756276
"162","11922",0.978429,41.11106,67.58119,6475.974048,411.864288,1.3143049018,1.75433487215427
"163","11933",0.94,21.3,38.7,6012,996,3.0314335965,3.07320773422062
"164","11948",0.97,32.6,55.2,7328,578,1.8161908627,1.73375281140941
"165","11973",0.95,20.3,35.1,6158,1004,2.699798679,3.13086616144039
"166","11982",0.95,23.1,40.2,6247,911,2.7340646365,2.63053935067509
"167","11990",0.93,18.9,32.9,5652,1130,2.7604759027,4.12450517472517
"168","11998",0.98,32.5,55.2,7958,560,1.5364468541,1.77763079904899
"169","12010",0.98,33.1,57.4,8058,532,1.674150847,1.68252875888423
"170","12012",0.94,19.3,36.2,6136,1084,2.6749753809,3.47552553588624
"171","1206",0.87,27.3,28.8,4204,1505,12.6153587635,8.17281880190038
"172","12083",0.97,31.3,53.2,7147,626,2.0815301028,1.91316845535449
"173","12091",0.975453,35.70438,61.6924,7633.935043,503.498741,1.7720057665,1.67834925717017
"174","12092",0.975165,36.1234,60.5387,7419.860473,500.083572,1.705571815,1.7008719411906
"175","121",0.49,7,7.9,1147,913,78.5909016323,47.900574653555
"176","12131",0.96,28.7,48.1,6445,720,2.8755798755,2.10589463014025
"177","12138",0.97,30.1,51.1,7735,638,1.8880089089,1.9760668257705
"178","12147",0.97,32.7,54.9,8029,588,1.6058862092,1.86698419820164
"179","1215",0.9,31.1,33.1,5104,1387,6.2162735465,6.04790987238016
"180","12152",0.975557,36.29034,59.47922,7859.448716,517.479617,1.6555363681,1.71339307024511
"181","12184",0.95,21.2,34.4,7565,1000,1.8470943102,3.06324855207676
"182","1220",0.79,21.5,22,2010,1205,37.3765460739,15.4393841001767
"183","12221",0.94,17.8,33,6098,1191,4.0346828884,3.98009586879585
"184","12224",0.85,10.1,17.5,4094,1922,4.7025670328,9.34742252432525
"185","12247",0.97,27.1,47.6,7485,710,2.0409605971,2.01929944284192
"186","12273",0.95,19.9,36.1,7128,1078,2.7872499856,3.38735013074793
"187","12275",0.96,21.3,40.6,6389,981,3.8705903762,2.69286917479307
"188","12279",0.96,23.5,41.5,6120,852,2.0165180167,2.68237523679198
"189","12294",0.89,11.5,21.5,5053,1748,4.5999431574,7.16491788438275
"190","1230",0.93,36.1,39.3,6135,1197,4.819173527,4.51595078350046
"191","12307",0.87,13.9,26.4,4306,1518,9.1339676966,6.91386691358861
"192","1232",0.92,37.6,40.7,5991,1187,4.2967810748,4.96355743336279
"193","12320",0.9,12.6,23,4993,1610,4.9530724587,5.71892111868899
"194","12393",0.97519,32.47174,56.75201,7211.718022,538.050498,1.5402423955,1.71355888965546
"195","12397",0.98,37.7,66,8729,439,1.5749011862,1.58800371988059
"196","12433",0.95,31.9,44,6316,898,1.9533461485,3.14676522068671
"197","12457",0.92,26,35.6,4519,1105,3.274922939,4.66274665370656
"198","12469",0.95,34.5,48.5,5771,802,3.3097965596,3.00913160616764
"199","1248",0.93,45.6,46.8,5892,1072,4.1994773175,3.66067244688409
"200","12496",0.89,21.4,32,3466,1123,6.7292719215,7.25575085138231
"201","12507",0.9,25.5,38.3,3516,951,3.3408543577,5.98222674633508
"202","12509",0.92,28.7,40.5,4112,957,3.9004689125,4.19875945657432
"203","12514",0.94,30.7,44.6,4495,865,3.3716527507,3.47060983423875
"204","12521",0.94,32.8,46.6,4550,819,3.8503398557,3.18509675853249
"205","12527",0.94,35.6,50,5235,792,2.5645188465,3.37001808924481
"206","12530",0.95,37.1,51.7,4957,723,3.3534651593,3.05492095138468
"207","12551",0.67,9.5,14.8,1865,1364,24.7557726074,32.7458478420396
"208","12559",0.87,14.6,21.6,4891,1652,7.0509420699,6.94509323925477
"209","1256",0.92,44.9,46.4,4582,1091,3.9130142489,3.91414825072895
"210","12564",0.89,17.5,25.2,4632,1469,10.6342320429,6.7740900887603
"211","12578",0.92,20.8,31.3,5272,1285,7.5531565786,4.75685397735752
"212","12581",0.92,21.9,29.7,6158,1267,4.6354469921,4.32692593893887
"213","12588",0.94,26.3,35.3,5591,1041,2.4217618022,3.94969102647058
"214","12592",0.7,7.6,12.2,1869,1562,31.9817911772,26.8583924669691
"215","126",0.81,8.2,10.8,5318,2278,27.8920782973,13.853041710349
"216","12634",0.95,34,46.6,6572,854,3.9769276522,2.83720535140896
"217","12668",0.9,24.1,34.3,4234,1094,3.3026389792,5.73401026303137
"218","12678",0.73,9.1,17.2,1912,1685,12.562046286,22.5142036702137
